generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,72902.000000,27098.000000,26,60475.360404,66117.480874,1110.629423,0.000000,5,5,2,0.002515
1,53907.000000,46093.000000,11,53762.870249,34019676.427284,1437.332213,0.000000,5,5,1,0.002764
2,66201.000000,33799.000000,17,54672.016594,27842603.697600,1110.242431,0.000000,5,5,1,0.002187
3,61964.000000,38036.000000,12,51024.343519,175977038.973810,974.631961,0.000000,5,5,1,0.006141
4,64939.000000,35061.000000,21,51389.878517,110275793.111301,780.700894,0.000000,4,5,1,0.008737
5,63501.000000,36499.000000,16,52948.789900,43467461.589308,924.592783,0.000000,4,5,1,0.001330
6,86724.000000,13276.000000,38,58245.428359,245309.118384,625.070058,0.000000,4,4,1,0.000585
7,60964.000000,39036.000000,13,52121.964653,56556414.991463,1187.765191,0.000000,4,4,1,0.003895
8,54375.000000,45625.000000,12,44382.499979,182676955.391891,763.872109,0.000000,4,4,1,0.003110
9,55790.000000,44210.000000,12,48735.188508,145550281.611209,1097.215308,0.000000,4,4,1,0.005999
10,57901.000000,42099.000000,13,46957.178492,25374545.142227,1291.893457,0.000000,5,3,1,0.004477
11,64980.000000,35020.000000,16,53256.350810,22764180.093813,962.071085,0.000000,5,3,1,0.002568
12,91085.000000,8915.000000,43,59230.446183,513814.161490,652.492111,0.000000,5,4,2,0.003426
13,58028.000000,41972.000000,9,40284.172574,219206790.444098,836.159897,0.000000,5,4,1,0.003170
14,62864.000000,37136.000000,19,59142.838816,2790505.321941,1036.077690,0.000000,5,4,1,0.008101
15,62057.000000,37943.000000,18,53280.385425,49058886.475934,971.657092,0.000000,5,4,1,0.005444
16,69434.000000,30566.000000,18,57880.783750,71099313.867833,681.696427,0.000000,5,4,1,0.002754
17,62557.000000,37443.000000,15,56673.937614,23098912.238009,1175.609988,0.000000,5,4,2,0.004296
18,64938.000000,35062.000000,15,51757.435598,49921396.579109,1083.065858,0.000000,5,4,1,0.002225
19,100000.000000,1.000000,50,62647.385229,0.000000,668.697356,0.000000,5,4,1,-0.000000
20,49722.000000,50278.000000,5,39146.920063,154721555.100768,928.788860,0.000000,5,4,1,0.011151
21,58998.000000,41002.000000,13,40524.411674,118143040.267814,790.331475,0.000000,5,4,1,0.003166
22,57444.000000,42556.000000,10,50865.344263,148292750.285179,833.596630,0.000000,5,4,1,0.003114
23,47944.000000,52056.000000,4,41302.740935,317064566.309557,1071.721703,0.000000,5,4,1,0.003526
24,87425.000000,12575.000000,37,60320.287117,0.000000,595.967145,0.000000,5,4,1,0.000056
26,71485.000000,28515.000000,18,48040.235650,112323838.216282,690.710827,0.000000,5,4,1,0.001478
27,58355.000000,41645.000000,13,48501.310312,209696692.176313,1020.122435,0.000000,5,4,1,0.004008
28,46977.000000,53023.000000,6,45160.006649,65495384.625819,1915.742865,0.000000,5,4,1,0.009635
29,63632.000000,36368.000000,18,59323.351266,2868834.915327,1220.204783,0.000000,5,4,1,0.003424
30,57437.000000,42563.000000,13,54104.345233,63444394.597530,1222.278404,0.000000,5,4,1,0.012617
31,59600.000000,40400.000000,10,54101.281127,67252034.787837,1351.286302,0.000000,5,4,1,0.002943
32,54570.000000,45430.000000,9,53396.680221,91367922.986224,1361.227848,0.000000,5,4,1,0.015361
33,64420.000000,35580.000000,17,50562.733002,41443237.763076,949.404170,0.000000,5,4,1,0.004949
