generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,72072.000000,27928.000000,21,113951.044392,256369967.757894,1651.916328,0.211065,5,6,1,0.013939
1,75615.000000,24385.000000,28,172369.940446,2192170318.338639,2252.615637,0.192840,5,6,1,0.010490
2,68700.000000,31300.000000,25,138704.256724,824682513.236525,2156.173112,0.185126,5,6,1,0.011039
3,96694.000000,3306.000000,45,161834.128267,1653185671.793502,1416.378354,0.210214,5,6,0,0.000000
4,82191.000000,17809.000000,30,165547.119538,1075319334.450446,1816.651001,0.149788,5,6,1,0.013772
5,76874.000000,23126.000000,28,167143.168068,1406846221.935896,1902.400616,0.156769,5,6,2,0.011293
6,78415.000000,21585.000000,30,166175.450087,1095047368.486461,1856.781101,0.186619,5,6,1,0.008238
7,76934.000000,23066.000000,27,170627.762235,1551110932.292617,2523.406276,0.187354,5,6,1,0.008472
8,78715.000000,21285.000000,30,150929.015680,657437131.348468,1940.107205,0.192218,5,6,1,0.008210
9,70385.000000,29615.000000,23,183615.301849,1272739565.744163,2651.471705,0.093789,5,7,1,0.012530
10,78558.000000,21442.000000,30,179486.347290,1897046920.331809,1961.897844,0.128569,5,7,1,0.011525
11,80454.000000,19546.000000,32,199662.376440,2325725439.750263,2587.425452,0.123060,5,7,1,0.013219
12,72771.000000,27229.000000,25,155209.023304,954967978.480873,2236.595575,0.157854,5,7,2,0.014291
13,85812.000000,14188.000000,39,204707.554713,1835240725.247025,2036.133565,0.158453,5,7,2,0.007455
14,81838.000000,18162.000000,29,196525.767068,1522748543.929739,2357.064331,0.132161,5,7,1,0.011707
15,75656.000000,24344.000000,28,152464.910936,827197799.182875,1739.505667,0.177123,5,7,1,0.024190
16,67760.000000,32240.000000,21,125472.775352,964376365.129195,1655.912626,0.161555,5,7,1,0.022424
17,69285.000000,30715.000000,19,136576.134971,674762666.395239,1880.634718,0.194167,6,8,1,0.025754
18,75608.000000,24392.000000,26,156994.322959,1471666322.361638,1858.805023,0.185559,6,8,1,0.018744
19,79878.000000,20122.000000,29,148044.533649,652129263.873655,1637.222903,0.155920,6,6,1,0.012121
20,78135.000000,21865.000000,29,136315.225637,490187315.783198,1304.943347,0.188527,6,6,1,0.020803
21,79248.000000,20752.000000,26,190797.449936,1561278330.626715,2223.270204,0.179329,7,5,1,0.029848
22,69425.000000,30575.000000,22,165013.771371,1286769911.737246,2345.451118,0.137023,7,5,1,0.017503
23,83314.000000,16686.000000,35,199481.254419,1833579761.125171,2061.009019,0.157376,7,5,1,0.015161
24,81717.000000,18283.000000,32,156123.328285,866395939.865929,1589.711854,0.191921,7,5,1,0.009083
25,71567.000000,28433.000000,24,149088.137969,681147931.614931,1899.956468,0.235117,7,5,1,0.026559
26,81395.000000,18605.000000,30,168244.762861,1091874906.774888,1813.164098,0.185934,7,5,1,0.010891
27,78515.000000,21485.000000,30,168508.808554,1508394334.640052,1822.638992,0.203139,6,5,1,0.017035
28,72707.000000,27293.000000,24,137143.449757,780059338.081943,1937.805295,0.265827,6,5,1,0.035964
29,82048.000000,17952.000000,32,143791.843352,583681589.360593,1645.952702,0.178559,6,5,1,0.019242
30,72485.000000,27515.000000,25,128323.212276,425858899.185799,1695.966756,0.213650,6,5,1,0.012334
31,79948.000000,20052.000000,27,144329.934433,1163216881.872276,1481.733414,0.219190,6,5,1,0.018182
32,72208.000000,27792.000000,22,166259.052086,1657050351.020973,1712.943256,0.157609,6,5,1,0.023114
33,70902.000000,29098.000000,21,153189.733195,811557528.160245,1883.745575,0.196388,6,5,1,0.012864
34,77881.000000,22119.000000,26,170388.902243,896759374.980722,1902.954268,0.165462,6,5,1,0.016529
35,75897.000000,24103.000000,26,150504.607694,520060171.431044,1728.517215,0.212701,6,5,1,0.014737
36,71688.000000,28312.000000,26,154864.153417,980013320.120968,2051.683874,0.172578,6,5,1,0.018047
37,76721.000000,23279.000000,25,171130.154971,1382489490.276083,2083.739134,0.135162,6,5,1,0.018434
38,76129.000000,23871.000000,27,157027.198083,701221367.272343,1915.665315,0.215936,5,6,1,0.010550
39,79890.000000,20110.000000,33,186600.153802,1911354337.181753,2165.766113,0.166494,5,6,1,0.012806
40,77464.000000,22536.000000,25,138934.094890,774523922.711994,1591.089758,0.218065,5,6,1,0.014318
41,84431.000000,15569.000000,36,195293.344063,1270880252.575050,1758.717820,0.159188,5,6,1,0.016333
42,73421.000000,26579.000000,24,156803.844073,1035782544.313489,1935.381148,0.142511,6,5,1,0.013749
43,79320.000000,20680.000000,28,148984.857183,472611221.656804,1762.171161,0.163223,6,5,2,0.016557
44,77125.000000,22875.000000,31,151040.840546,487920628.481705,1663.419342,0.182691,6,5,1,0.019667
45,67326.000000,32674.000000,20,113544.633316,218895941.784957,1521.978247,0.156271,6,5,1,0.021090
46,74132.000000,25868.000000,26,138622.960538,625400400.494187,1599.228609,0.195685,6,5,1,0.010475
47,72289.000000,27711.000000,24,125049.823046,561172172.467904,1486.660870,0.217431,6,5,1,0.017333
48,70969.000000,29031.000000,24,139745.942560,686650944.956802,1640.943834,0.159445,6,5,2,0.010171
49,71928.000000,28072.000000,21,100916.933139,510259286.221965,1285.079058,0.227222,6,5,1,0.013523
50,73087.000000,26913.000000,26,147029.802195,590652021.799888,1788.822489,0.148096,6,5,2,0.014183
51,73289.000000,26711.000000,26,147125.650191,1304093637.112101,2145.752322,0.152070,6,5,1,0.015119
52,75008.000000,24992.000000,26,141912.288600,772258156.920436,1936.136915,0.148382,6,5,1,0.017689
53,94728.000000,5272.000000,44,181385.280316,1918602142.026388,1676.377461,0.170969,6,5,1,0.004684
54,79852.000000,20148.000000,29,125481.572772,235437900.551931,1327.593529,0.246222,6,5,1,0.017208
55,77133.000000,22867.000000,29,148611.986008,843895868.734604,1559.262187,0.126606,6,5,1,0.020142
56,79221.000000,20779.000000,27,117374.877792,225571481.434224,1292.512558,0.225192,6,5,1,0.017887
57,75444.000000,24556.000000,28,159964.482655,1453079527.113828,1958.600000,0.163621,6,5,1,0.020785
58,71586.000000,28414.000000,21,128522.119129,512439576.291720,1668.315784,0.170092,6,5,2,0.020963
59,82206.000000,17794.000000,32,165997.925987,937282465.582791,1680.661660,0.173752,6,5,1,0.020185
60,74860.000000,25140.000000,26,135899.513451,722317024.638023,1584.266942,0.203299,6,5,1,0.015509
61,73875.000000,26125.000000,25,138614.220185,404789832.645475,1711.769314,0.191174,6,5,1,0.017377
62,76145.000000,23855.000000,26,134647.052001,453208299.281383,1731.390026,0.177327,6,4,2,0.025247
63,74086.000000,25914.000000,26,145463.295313,731691521.116007,1905.116685,0.183676,6,4,2,0.014460
64,82032.000000,17968.000000,33,173186.429264,2315341176.792988,1806.937922,0.216818,6,4,2,0.016220
65,74779.000000,25221.000000,28,162366.085239,927528709.401290,2125.467111,0.161490,6,4,1,0.015303
66,70757.000000,29243.000000,22,142767.591239,513492071.623458,1730.501691,0.153427,6,4,2,0.027179
67,69637.000000,30363.000000,24,127083.089905,394910835.222333,1744.111588,0.167783,6,4,1,0.017689
68,87212.000000,12788.000000,33,178709.400357,1868887976.607932,1822.629021,0.160271,6,4,3,0.016727
69,74010.000000,25990.000000,29,132050.557278,651883839.965070,1565.727335,0.176310,6,4,1,0.018822
70,71110.000000,28890.000000,21,128563.940177,363369434.944640,1720.249267,0.202893,6,4,3,0.021885
71,75912.000000,24088.000000,26,133156.665488,846098872.339709,1443.203378,0.177622,5,3,1,0.018631
72,77392.000000,22608.000000,27,136060.105244,535750698.273161,1436.791541,0.202270,5,3,1,0.015958
73,76494.000000,23506.000000,27,119445.973225,344681071.836255,1421.011627,0.206951,5,3,1,0.012480
74,75259.000000,24741.000000,26,149464.917866,516307676.152993,1756.362507,0.168831,5,3,1,0.014153
75,77127.000000,22873.000000,28,141938.333383,587159822.258765,1504.857840,0.194713,5,3,2,0.026480
76,77972.000000,22028.000000,31,169545.482728,1114787824.441714,1791.403937,0.188271,5,3,5,0.016990
77,94818.000000,5182.000000,46,190111.049068,1866793554.791574,1634.746343,0.203038,5,3,3,0.003988
78,69685.000000,30315.000000,25,144977.398928,731703970.596694,1966.510231,0.209362,5,3,2,0.016029
79,96534.000000,3466.000000,48,177888.339647,1025661541.782790,1471.831445,0.203549,5,3,0,0.000000
80,76804.000000,23196.000000,27,124499.069667,619693499.624626,1457.302170,0.230573,5,3,2,0.014482
81,74707.000000,25293.000000,27,127627.784455,480643988.274317,1718.405051,0.155696,5,3,2,0.010704
82,72334.000000,27666.000000,24,125722.155269,685578262.539760,1592.831562,0.188578,5,3,2,0.029753
83,67424.000000,32576.000000,21,119815.584393,331342668.043984,1863.116768,0.177812,5,3,2,0.016218
84,85130.000000,14870.000000,37,206553.819265,1294802383.296898,2027.495405,0.132949,5,3,2,0.009188
85,72575.000000,27425.000000,25,186418.526336,1827982319.177404,2526.054865,0.143340,5,3,1,0.021020
86,71807.000000,28193.000000,25,194376.730027,1456465172.231885,2349.124167,0.140155,5,3,1,0.033845
87,74647.000000,25353.000000,28,202806.554142,1906352598.585126,2701.940827,0.121923,5,3,2,0.018480
88,76395.000000,23605.000000,30,199036.727516,1567711687.581339,2345.823237,0.128115,4,3,2,0.041142
