generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,60971.000000,39029.000000,15,51288.276070,78253472.738976,872.971067,0.000000,2,5,1,0.003499
1,52231.000000,47769.000000,10,46017.241666,85427610.659839,1241.517322,0.000000,2,5,1,0.016091
2,57370.000000,42630.000000,5,50029.919259,227130974.465226,1166.964170,0.000000,2,5,1,0.002649
3,55791.000000,44209.000000,13,54444.926721,4784730.177190,1206.067397,0.000000,2,4,1,0.004120
4,100000.000000,1.000000,50,61220.879048,0.000000,583.821433,0.000000,2,4,0,0.000000
5,65399.000000,34601.000000,19,59508.871586,7950595.520983,947.036850,0.000000,2,4,1,0.003388
6,53930.000000,46070.000000,8,44025.482927,83724029.420333,1370.244866,0.000000,2,4,1,0.009477
7,53765.000000,46235.000000,9,46648.668967,73510214.576179,1386.610372,0.000000,2,4,1,0.011462
8,65155.000000,34845.000000,17,56792.140324,14120574.348892,983.436796,0.000000,2,4,1,0.002746
9,67107.000000,32893.000000,16,50396.363234,60644201.712897,1114.719677,0.000000,2,4,1,0.004964
10,53185.000000,46815.000000,7,45372.943062,194606573.621201,995.010338,0.000000,2,4,1,0.003443
11,57885.000000,42115.000000,11,46321.995612,101260646.868590,1074.902076,0.000000,2,4,1,0.004193
12,52759.000000,47241.000000,12,47077.750336,52380348.697686,934.513008,0.000000,2,4,4,0.005166
13,69596.000000,30404.000000,24,56614.930503,365749.309074,907.956525,0.000000,2,4,2,0.000933
14,53773.000000,46227.000000,5,53646.637084,52231201.857933,1434.799725,0.000000,2,4,1,0.013848
15,60984.000000,39016.000000,14,51348.876396,31967666.354716,947.582446,0.000000,2,3,1,0.004301
16,57241.000000,42759.000000,10,44527.783272,152055111.901746,869.119820,0.000000,2,3,1,0.004802
17,59916.000000,40084.000000,12,55397.299453,45522106.022506,1095.494149,0.000000,2,3,1,0.011870
18,71438.000000,28562.000000,24,57617.910029,18999806.114106,812.989767,0.000000,2,3,1,0.003035
19,63349.000000,36651.000000,17,52832.868081,59712351.886521,974.999926,0.000000,2,3,1,0.001794
20,59417.000000,40583.000000,10,49683.193837,183844756.728656,1109.822208,0.000000,2,3,1,0.004592
21,57886.000000,42114.000000,11,45384.348410,168932260.741029,885.921720,0.000000,2,2,1,0.002960
22,61447.000000,38553.000000,14,53304.157269,112039814.937510,1121.086024,0.000000,2,2,1,0.002826
23,58081.000000,41919.000000,12,52278.591427,69815772.572738,1251.332496,0.000000,2,2,1,0.004192
24,66467.000000,33533.000000,15,50089.420849,38667763.716477,838.399301,0.000000,2,1,1,0.005247
25,72397.000000,27603.000000,27,61131.843912,428067.423748,932.011354,0.000000,2,1,1,0.001204
26,62042.000000,37958.000000,18,48665.429969,58440092.459589,817.424845,0.000000,2,1,1,0.005843
27,62269.000000,37731.000000,15,54068.263128,16909212.903155,1132.277477,0.000000,2,1,1,0.002591
28,63955.000000,36045.000000,17,49774.445554,77834037.753630,657.188219,0.000000,2,1,1,0.004197
29,58280.000000,41720.000000,13,55157.085036,10477624.030459,953.453731,0.000000,2,1,1,0.005590
30,50655.000000,49345.000000,12,50854.047413,38174328.295799,1038.194289,0.000000,2,1,2,0.005642
