generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,56230.000000,43770.000000,11,42606.449823,102966916.833180,761.397164,0.000000,7,4,1,0.001828
1,61836.000000,38164.000000,12,52841.163974,65777263.060141,1011.541422,0.000000,7,4,1,0.003738
2,63015.000000,36985.000000,13,40069.008756,120494427.504243,639.029670,0.000000,7,4,1,0.006972
3,98000.000000,2000.000000,49,62969.970396,0.000000,583.856674,0.000000,7,4,1,0.000000
4,59621.000000,40379.000000,15,53905.768946,24669284.895141,1066.600728,0.000000,7,4,1,0.006126
5,60657.000000,39343.000000,12,49815.680997,125182250.103907,1160.064933,0.000000,7,4,1,0.003347
6,65568.000000,34432.000000,21,55468.247774,6702868.564512,879.978848,0.198152,7,4,1,0.005103
7,52717.000000,47283.000000,12,48535.302522,50479518.670119,1530.130361,0.113107,7,4,1,0.005000
8,54304.000000,45696.000000,10,48141.089978,142700803.092011,1062.497138,0.131279,7,4,1,0.005009
9,63673.000000,36327.000000,16,50523.572489,61621763.702187,876.316413,0.203230,7,4,1,0.002278
10,65966.000000,34034.000000,22,54241.272874,57234605.227499,907.515644,0.175968,7,4,1,0.002818
11,62497.000000,37503.000000,15,51509.690020,15315082.145630,805.986646,0.222227,7,4,1,0.004093
12,70260.000000,29740.000000,22,55645.167457,54910179.975722,736.153052,0.200975,7,4,1,0.002289
13,66509.000000,33491.000000,15,45684.072190,132324908.084584,717.586987,0.279090,7,4,2,0.002413
14,63773.000000,36227.000000,16,52755.689339,35609836.044473,866.579437,0.199892,7,4,1,0.006136
15,60274.000000,39726.000000,10,45750.800692,258663609.551202,769.459460,0.177388,7,4,1,0.002709
16,71971.000000,28029.000000,22,57149.332047,23503911.084844,741.366595,0.348680,7,4,1,0.003705
17,69843.000000,30157.000000,25,64881.172960,2818306.700449,1208.520771,0.169742,7,4,1,0.002558
18,70489.000000,29511.000000,20,54176.275084,51965687.094239,687.380416,0.223299,7,4,1,0.004620
19,70827.000000,29173.000000,22,52439.410348,42891901.981778,653.809510,0.323024,7,4,1,0.003193
20,57596.000000,42404.000000,14,47435.464961,109040822.889676,1026.777805,0.182908,7,4,1,0.003650
21,87994.000000,12006.000000,42,66398.769891,5030208.571472,678.042815,0.266412,7,4,1,0.004135
22,75353.000000,24647.000000,23,56383.215655,56581593.333272,790.777607,0.300415,7,4,2,0.004061
23,69180.000000,30820.000000,22,67223.237550,4771004.650105,913.006307,0.153164,7,4,1,0.005388
24,63785.000000,36215.000000,11,47922.078920,141815280.257925,653.058574,0.226215,7,4,1,0.005539
25,65170.000000,34830.000000,13,46429.842070,150996348.389254,621.782827,0.159497,7,4,1,0.003979
26,74782.000000,25218.000000,23,52305.364631,71848335.163897,700.640971,0.231666,7,4,1,0.002796
27,67457.000000,32543.000000,18,53871.166156,67888713.924606,654.078606,0.175264,7,4,2,0.003144
28,79603.000000,20397.000000,26,61504.888442,27763207.139946,639.659089,0.231123,7,4,1,0.003240
29,66454.000000,33546.000000,21,52444.473269,13216737.495500,748.270608,0.117299,7,4,2,0.002554
30,67741.000000,32259.000000,20,49348.825763,16513674.208044,821.894837,0.103226,6,3,1,0.003325
31,73184.000000,26816.000000,24,63803.596784,18259932.608343,792.787199,0.197696,6,3,2,0.006425
32,65492.000000,34508.000000,22,57039.850853,7629657.206707,752.203343,0.226515,6,3,1,0.004731
33,60363.000000,39637.000000,14,48112.902349,117318486.730614,791.035388,0.245090,6,3,3,0.004896
34,73461.000000,26539.000000,24,54209.171856,83820913.053390,624.939362,0.166286,6,3,2,0.003131
35,67821.000000,32179.000000,17,61775.874941,2554134.128412,1024.708955,0.165853,6,3,2,0.003979
36,60989.000000,39011.000000,14,39962.172660,200335458.726611,576.109085,0.225297,6,3,3,0.007504
37,70177.000000,29823.000000,14,55487.112963,33949706.119304,802.253514,0.127004,6,3,1,0.004259
38,70792.000000,29208.000000,21,62495.261344,21992867.471025,939.325723,0.236647,5,3,2,0.002376
39,59916.000000,40084.000000,14,48829.988207,121190466.506128,809.884300,0.230908,5,3,1,0.005641
40,65459.000000,34541.000000,19,55652.922716,26143524.264780,942.087786,0.200831,5,3,1,0.004947
