Plate,Time,Temperature,Row,Column,Luminescence
# Luminescence of evolved V. harveyi
# Eric Bruger - 2012/06/27

Plate1,00:15:00,30.1,7,10,3786.756
Plate1,00:15:00,30.1,7,11,3772.761
Plate1,00:30:00,30.0,0,0,6563.678
Plate1,00:30:00,30.0,0,1,4188.048
Plate1,00:30:00,30.0,0,2,3702.788
Plate1,00:30:00,30.0,0,3,4764.903
Plate1,00:30:00,30.0,0,4,3776.844
Plate1,00:30:00,30.0,0,5,2584.156
Plate1,00:30:00,30.0,0,6,3377.332
Plate1,00:30:00,30.0,0,7,2529.589
Plate1,00:30:00,30.0,0,8,2237.263
Plate1,00:30:00,30.0,0,9,2213.877
Plate1,00:30:00,30.0,0,10,1568.813
Plate1,00:30:00,30.0,0,11,1054.32
Plate1,00:30:00,30.0,1,0,2008754.5
Plate1,00:30:00,30.0,1,1,9266.713
Plate1,00:30:00,30.0,1,2,9596.066
Plate1,00:30:00,30.0,1,3,1527129.0
Plate1,00:30:00,30.0,1,4,8668.421
Plate1,00:30:00,30.0,1,5,6304.483
Plate1,00:30:00,30.0,1,6,666669.438
Plate1,00:30:00,30.0,1,7,5209.238
Plate1,00:30:00,30.0,1,8,4698.643
Plate1,00:30:00,30.0,1,9,491447.656
Plate1,00:30:00,30.0,1,10,3365.639
Plate1,00:30:00,30.0,1,11,1841.65
Plate1,00:30:00,30.0,2,0,1954329.375
Plate1,00:30:00,30.0,2,1,11958.056
Plate1,00:30:00,30.0,2,2,11987.288
Plate1,00:30:00,30.0,2,3,1567010.0
Plate1,00:30:00,30.0,2,4,10971.944
Plate1,00:30:00,30.0,2,5,9104.96
Plate1,00:30:00,30.0,2,6,765099.25
Plate1,00:30:00,30.0,2,7,8765.862
Plate1,00:30:00,30.0,2,8,6883.288
Plate1,00:30:00,30.0,2,9,526824.813
Plate1,00:30:00,30.0,2,10,5330.065
Plate1,00:30:00,30.0,2,11,3459.183
Plate1,00:30:00,30.0,3,0,1853027.0
Plate1,00:30:00,30.0,3,1,11112.261
Plate1,00:30:00,30.0,3,2,11503.977
Plate1,00:30:00,30.0,3,3,1412816.125
Plate1,00:30:00,30.0,3,4,11361.712
Plate1,00:30:00,30.0,3,5,10732.237
Plate1,00:30:00,30.0,3,6,1753192.0
Plate1,00:30:00,30.0,3,7,10268.415
Plate1,00:30:00,30.0,3,8,8101.31
Plate1,00:30:00,30.0,3,9,456146.375
Plate1,00:30:00,30.0,3,10,6468.186
Plate1,00:30:00,30.0,3,11,5450.893
