Plate,Time,Temperature,Row,Column,Luminescence
# Luminescence of evolved V. harveyi
# Eric Bruger - 2012/06/27

Plate1,03:15:00,30.0,4,6,3982.823
Plate1,03:15:00,30.0,4,7,204498.781
Plate1,03:15:00,30.0,4,8,164984.594
Plate1,03:15:00,30.0,4,9,1508.877
Plate1,03:15:00,30.0,4,10,149005.438
Plate1,03:15:00,30.0,4,11,217220.844
Plate1,03:15:00,30.0,5,0,6018.274
Plate1,03:15:00,30.0,5,1,1034442.438
Plate1,03:15:00,30.0,5,2,1020762.938
Plate1,03:15:00,30.0,5,3,8007.771
Plate1,03:15:00,30.0,5,4,1143273.0
Plate1,03:15:00,30.0,5,5,984434.938
Plate1,03:15:00,30.0,5,6,4476.846
Plate1,03:15:00,30.0,5,7,198938.156
Plate1,03:15:00,30.0,5,8,177086.25
Plate1,03:15:00,30.0,5,9,1916.733
Plate1,03:15:00,30.0,5,10,168134.469
Plate1,03:15:00,30.0,5,11,215767.5
Plate1,03:15:00,30.0,6,0,5250.433
Plate1,03:15:00,30.0,6,1,1080367.375
Plate1,03:15:00,30.0,6,2,1023811.312
Plate1,03:15:00,30.0,6,3,7291.629
Plate1,03:15:00,30.0,6,4,1128663.125
Plate1,03:15:00,30.0,6,5,1071341.125
Plate1,03:15:00,30.0,6,6,4317.916
Plate1,03:15:00,30.0,6,7,163154.031
Plate1,03:15:00,30.0,6,8,249830.203
Plate1,03:15:00,30.0,6,9,2073.749
Plate1,03:15:00,30.0,6,10,220137.109
Plate1,03:15:00,30.0,6,11,229584.828
Plate1,03:15:00,30.0,7,0,2041.197
Plate1,03:15:00,30.0,7,1,3421.781
Plate1,03:15:00,30.0,7,2,3303.062
Plate1,03:15:00,30.0,7,3,2609.898
Plate1,03:15:00,30.0,7,4,3406.462
Plate1,03:15:00,30.0,7,5,3092.432
Plate1,03:15:00,30.0,7,6,1939.711
Plate1,03:15:00,30.0,7,7,1752.059
Plate1,03:15:00,30.0,7,8,1392.073
Plate1,03:15:00,30.0,7,9,850.179
Plate1,03:15:00,30.0,7,10,945.92
Plate1,03:15:00,30.0,7,11,773.587
Plate1,03:30:00,30.0,0,0,4717.956
Plate1,03:30:00,30.0,0,1,2738.79
Plate1,03:30:00,30.0,0,2,2324.107
Plate1,03:30:00,30.0,0,3,2942.361
Plate1,03:30:00,30.0,0,4,1952.778
Plate1,03:30:00,30.0,0,5,1010.317
Plate1,03:30:00,30.0,0,6,759.623
Plate1,03:30:00,30.0,0,7,535.317
Plate1,03:30:00,30.0,0,8,388.294
Plate1,03:30:00,30.0,0,9,312.897
Plate1,03:30:00,30.0,0,10,318.552
Plate1,03:30:00,30.0,0,11,220.536
Plate1,03:30:00,30.0,1,0,1723524.25
Plate1,03:30:00,30.0,1,1,6203.274
Plate1,03:30:00,30.0,1,2,5835.714
Plate1,03:30:00,30.0,1,3,1107170.375
Plate1,03:30:00,30.0,1,4,4406.944
Plate1,03:30:00,30.0,1,5,2096.032
Plate1,03:30:00,30.0,1,6,6683.928
Plate1,03:30:00,30.0,1,7,957.54
Plate1,03:30:00,30.0,1,8,720.04
Plate1,03:30:00,30.0,1,9,1830.258
Plate1,03:30:00,30.0,1,10,465.575
Plate1,03:30:00,30.0,1,11,369.444
Plate1,03:30:00,30.0,2,0,1621787.625
Plate1,03:30:00,30.0,2,1,8118.353
Plate1,03:30:00,30.0,2,2,7583.036
Plate1,03:30:00,30.0,2,3,1095346.25
Plate1,03:30:00,30.0,2,4,5639.683
Plate1,03:30:00,30.0,2,5,3061.111
Plate1,03:30:00,30.0,2,6,8495.337
Plate1,03:30:00,30.0,2,7,1822.718
Plate1,03:30:00,30.0,2,8,1283.631
Plate1,03:30:00,30.0,2,9,2248.71
Plate1,03:30:00,30.0,2,10,678.571
Plate1,03:30:00,30.0,2,11,591.865
Plate1,03:30:00,30.0,3,0,1533741.0
Plate1,03:30:00,30.0,3,1,7745.139
Plate1,03:30:00,30.0,3,2,7767.758
Plate1,03:30:00,30.0,3,3,1103824.625
Plate1,03:30:00,30.0,3,4,6940.278
Plate1,03:30:00,30.0,3,5,4827.282
Plate1,03:30:00,30.0,3,6,61601.09
Plate1,03:30:00,30.0,3,7,2109.226
Plate1,03:30:00,30.0,3,8,1639.881
Plate1,03:30:00,30.0,3,9,2782.143
Plate1,03:30:00,30.0,3,10,972.619
Plate1,03:30:00,30.0,3,11,933.036
Plate1,03:30:00,30.0,4,0,7552.877
Plate1,03:30:00,30.0,4,1,953926.25
Plate1,03:30:00,30.0,4,2,968621.125
Plate1,03:30:00,30.0,4,3,8208.829
Plate1,03:30:00,30.0,4,4,1016445.312
Plate1,03:30:00,30.0,4,5,868758.0
Plate1,03:30:00,30.0,4,6,3669.94
Plate1,03:30:00,30.0,4,7,134604.063
Plate1,03:30:00,30.0,4,8,98136.508
Plate1,03:30:00,30.0,4,9,1272.321
Plate1,03:30:00,30.0,4,10,101124.102
Plate1,03:30:00,30.0,4,11,193015.875
Plate1,03:30:00,30.0,5,0,5650.992
Plate1,03:30:00,30.0,5,1,982590.187
Plate1,03:30:00,30.0,5,2,982038.0
Plate1,03:30:00,30.0,5,3,7454.861
Plate1,03:30:00,30.0,5,4,1086639.75
Plate1,03:30:00,30.0,5,5,966583.562
Plate1,03:30:00,30.0,5,6,3890.476
Plate1,03:30:00,30.0,5,7,132711.609
Plate1,03:30:00,30.0,5,8,111634.422
Plate1,03:30:00,30.0,5,9,1577.679
Plate1,03:30:00,30.0,5,10,119223.109
Plate1,03:30:00,30.0,5,11,162998.516
Plate1,03:30:00,30.0,6,0,5119.444
Plate1,03:30:00,30.0,6,1,1018433.937
Plate1,03:30:00,30.0,6,2,989777.438
Plate1,03:30:00,30.0,6,3,6812.103
Plate1,03:30:00,30.0,6,4,1085570.875
Plate1,03:30:00,30.0,6,5,1039284.875
Plate1,03:30:00,30.0,6,6,3879.167
Plate1,03:30:00,30.0,6,7,113711.602
Plate1,03:30:00,30.0,6,8,181813.781
Plate1,03:30:00,30.0,6,9,1685.119
Plate1,03:30:00,30.0,6,10,169520.328
Plate1,03:30:00,30.0,6,11,176319.25
Plate1,03:30:00,30.0,7,0,1992.361
Plate1,03:30:00,30.0,7,1,3300.496
Plate1,03:30:00,30.0,7,2,3113.889
Plate1,03:30:00,30.0,7,3,2452.282
Plate1,03:30:00,30.0,7,4,3200.595
Plate1,03:30:00,30.0,7,5,2844.345
Plate1,03:30:00,30.0,7,6,1839.682
Plate1,03:30:00,30.0,7,7,1479.663
Plate1,03:30:00,30.0,7,8,1061.21
Plate1,03:30:00,30.0,7,9,780.357
Plate1,03:30:00,30.0,7,10,750.198
Plate1,03:30:00,30.0,7,11,744.544
Plate1,03:45:00,30.0,0,0,4865.106
Plate1,03:45:00,30.0,0,1,2763.532
Plate1,03:45:00,30.0,0,2,2253.312
Plate1,03:45:00,30.0,0,3,2888.716
Plate1,03:45:00,30.0,0,4,1879.657
Plate1,03:45:00,30.0,0,5,1067.858
Plate1,03:45:00,30.0,0,6,735.93
Plate1,03:45:00,30.0,0,7,489.356
Plate1,03:45:00,30.0,0,8,426.764
Plate1,03:45:00,30.0,0,9,318.65
Plate1,03:45:00,30.0,0,10,288.303
Plate1,03:45:00,30.0,0,11,257.955
Plate1,03:45:00,30.0,1,0,1715635.875
Plate1,03:45:00,30.0,1,1,6042.975
Plate1,03:45:00,30.0,1,2,5712.944
Plate1,03:45:00,30.0,1,3,1087486.875
Plate1,03:45:00,30.0,1,4,4330.229
Plate1,03:45:00,30.0,1,5,2012.428
Plate1,03:45:00,30.0,1,6,5513.788
Plate1,03:45:00,30.0,1,7,857.321
Plate1,03:45:00,30.0,1,8,654.371
Plate1,03:45:00,30.0,1,9,1492.725
Plate1,03:45:00,30.0,1,10,404.003
Plate1,03:45:00,30.0,1,11,278.819
Plate1,03:45:00,30.0,2,0,1619721.875
Plate1,03:45:00,30.0,2,1,7841.072
Plate1,03:45:00,30.0,2,2,7194.288
Plate1,03:45:00,30.0,2,3,1083022.0
Plate1,03:45:00,30.0,2,4,5650.352
Plate1,03:45:00,30.0,2,5,3099.253
Plate1,03:45:00,30.0,2,6,7103.245
Plate1,03:45:00,30.0,2,7,1652.05
Plate1,03:45:00,30.0,2,8,1029.923
Plate1,03:45:00,30.0,2,9,1767.75
Plate1,03:45:00,30.0,2,10,576.605
Plate1,03:45:00,30.0,2,11,457.111
Plate1,03:45:00,30.0,3,0,1534105.625
Plate1,03:45:00,30.0,3,1,7566.047
Plate1,03:45:00,30.0,3,2,7397.238
Plate1,03:45:00,30.0,3,3,1090404.125
Plate1,03:45:00,30.0,3,4,6562.678
Plate1,03:45:00,30.0,3,5,4591.978
Plate1,03:45:00,30.0,3,6,47097.645
Plate1,03:45:00,30.0,3,7,1906.211
Plate1,03:45:00,30.0,3,8,1369.437
Plate1,03:45:00,30.0,3,9,2181.237
Plate1,03:45:00,30.0,3,10,809.903
Plate1,03:45:00,30.0,3,11,825.077
Plate1,03:45:00,30.0,4,0,7135.49
Plate1,03:45:00,30.0,4,1,925904.687
Plate1,03:45:00,30.0,4,2,951814.0
Plate1,03:45:00,30.0,4,3,8076.267
Plate1,03:45:00,30.0,4,4,1012203.875
Plate1,03:45:00,30.0,4,5,875244.938
Plate1,03:45:00,30.0,4,6,3368.588
Plate1,03:45:00,30.0,4,7,84129.359
Plate1,03:45:00,30.0,4,8,51149.055
Plate1,03:45:00,30.0,4,9,1077.341
Plate1,03:45:00,30.0,4,10,74050.148
Plate1,03:45:00,30.0,4,11,150207.562
Plate1,03:45:00,30.0,5,0,5464.473
Plate1,03:45:00,30.0,5,1,967556.812
Plate1,03:45:00,30.0,5,2,969840.5
Plate1,03:45:00,30.0,5,3,7277.744
Plate1,03:45:00,30.0,5,4,1073775.5
Plate1,03:45:00,30.0,5,5,953175.812
Plate1,03:45:00,30.0,5,6,3789.662
Plate1,03:45:00,30.0,5,7,84322.82
Plate1,03:45:00,30.0,5,8,66315.289
Plate1,03:45:00,30.0,5,9,1265.117
Plate1,03:45:00,30.0,5,10,84457.492
Plate1,03:45:00,30.0,5,11,121749.055
Plate1,03:45:00,30.0,6,0,4992.188
Plate1,03:45:00,30.0,6,1,989869.937
Plate1,03:45:00,30.0,6,2,977607.5
Plate1,03:45:00,30.0,6,3,6543.71
Plate1,03:45:00,30.0,6,4,1080359.0
Plate1,03:45:00,30.0,6,5,1035150.625
Plate1,03:45:00,30.0,6,6,3630.337
Plate1,03:45:00,30.0,6,7,78738.859
Plate1,03:45:00,30.0,6,8,126872.117
Plate1,03:45:00,30.0,6,9,1375.128
Plate1,03:45:00,30.0,6,10,129248.711
Plate1,03:45:00,30.0,6,11,131839.641
Plate1,03:45:00,30.0,7,0,1910.005
Plate1,03:45:00,30.0,7,1,3074.595
Plate1,03:45:00,30.0,7,2,3142.878
Plate1,03:45:00,30.0,7,3,2479.023
Plate1,03:45:00,30.0,7,4,3137.188
Plate1,03:45:00,30.0,7,5,2837.505
Plate1,03:45:00,30.0,7,6,1769.647
Plate1,03:45:00,30.0,7,7,1458.584
Plate1,03:45:00,30.0,7,8,916.119
Plate1,03:45:00,30.0,7,9,696.099
Plate1,03:45:00,30.0,7,10,669.545
Plate1,03:45:00,30.0,7,11,606.953
Plate1,04:00:00,30.0,0,0,4785.182
Plate1,04:00:00,30.0,0,1,2751.433
Plate1,04:00:00,30.0,0,2,2145.596
Plate1,04:00:00,30.0,0,3,2881.921
Plate1,04:00:00,30.0,0,4,1739.219
Plate1,04:00:00,30.0,0,5,978.66
Plate1,04:00:00,30.0,0,6,633.799
Plate1,04:00:00,30.0,0,7,480.942
Plate1,04:00:00,30.0,0,8,387.736
Plate1,04:00:00,30.0,0,9,283.345
Plate1,04:00:00,30.0,0,10,234.878
Plate1,04:00:00,30.0,0,11,234.878
Plate1,04:00:00,30.0,1,0,1676819.5
Plate1,04:00:00,30.0,1,1,5912.971
Plate1,04:00:00,30.0,1,2,5569.974
Plate1,04:00:00,30.0,1,3,1047436.625
Plate1,04:00:00,30.0,1,4,4033.944
Plate1,04:00:00,30.0,1,5,1845.473
Plate1,04:00:00,30.0,1,6,4526.07
Plate1,04:00:00,30.0,1,7,747.51
Plate1,04:00:00,30.0,1,8,521.952
Plate1,04:00:00,30.0,1,9,1241.5
Plate1,04:00:00,30.0,1,10,395.192
Plate1,04:00:00,30.0,1,11,313.171
Plate1,04:00:00,30.0,2,0,1582659.375
Plate1,04:00:00,30.0,2,1,7695.065
Plate1,04:00:00,30.0,2,2,7083.635
Plate1,04:00:00,30.0,2,3,1050272.0
Plate1,04:00:00,30.0,2,4,5318.319
Plate1,04:00:00,30.0,2,5,2896.834
Plate1,04:00:00,30.0,2,6,6134.801
Plate1,04:00:00,30.0,2,7,1500.612
Plate1,04:00:00,30.0,2,8,1001.029
Plate1,04:00:00,30.0,2,9,1513.661
Plate1,04:00:00,30.0,2,10,525.68
Plate1,04:00:00,30.0,2,11,393.328
Plate1,04:00:00,30.0,3,0,1500884.375
Plate1,04:00:00,30.0,3,1,7296.144
Plate1,04:00:00,30.0,3,2,7089.228
Plate1,04:00:00,30.0,3,3,1043917.187
Plate1,04:00:00,30.0,3,4,6597.101
Plate1,04:00:00,30.0,3,5,4481.332
Plate1,04:00:00,30.0,3,6,34446.973
Plate1,04:00:00,30.0,3,7,1720.578
Plate1,04:00:00,30.0,3,8,1237.772
Plate1,04:00:00,30.0,3,9,1731.762
Plate1,04:00:00,30.0,3,10,687.858
Plate1,04:00:00,30.0,3,11,590.924
Plate1,04:00:00,30.0,4,0,6951.283
Plate1,04:00:00,30.0,4,1,881519.25
Plate1,04:00:00,30.0,4,2,923817.875
Plate1,04:00:00,30.0,4,3,7752.853
Plate1,04:00:00,30.0,4,4,985782.875
Plate1,04:00:00,30.0,4,5,863126.062
Plate1,04:00:00,30.0,4,6,3316.26
Plate1,04:00:00,30.0,4,7,47801.488
Plate1,04:00:00,30.0,4,8,23144.846
Plate1,04:00:00,30.0,4,9,820.21
Plate1,04:00:00,30.0,4,10,55037.98
Plate1,04:00:00,30.0,4,11,116833.375
Plate1,04:00:00,30.0,5,0,5316.455
Plate1,04:00:00,30.0,5,1,924472.187
Plate1,04:00:00,30.0,5,2,943752.687
Plate1,04:00:00,30.0,5,3,6917.729
Plate1,04:00:00,30.0,5,4,1038574.625
Plate1,04:00:00,30.0,5,5,916931.875
Plate1,04:00:00,30.0,5,6,3594.013
Plate1,04:00:00,30.0,5,7,49876.25
Plate1,04:00:00,30.0,5,8,35328.699
Plate1,04:00:00,30.0,5,9,1062.545
Plate1,04:00:00,30.0,5,10,55423.852
Plate1,04:00:00,30.0,5,11,80697.516
Plate1,04:00:00,30.0,6,0,4757.22
Plate1,04:00:00,30.0,6,1,940630.312
Plate1,04:00:00,30.0,6,2,956587.125
Plate1,04:00:00,30.0,6,3,6634.384
Plate1,04:00:00,30.0,6,4,1051146.25
Plate1,04:00:00,30.0,6,5,1007574.375
Plate1,04:00:00,30.0,6,6,3415.058
Plate1,04:00:00,30.0,6,7,51857.801
Plate1,04:00:00,30.0,6,8,80127.102
Plate1,04:00:00,30.0,6,9,1038.312
Plate1,04:00:00,30.0,6,10,93405.187
Plate1,04:00:00,30.0,6,11,89455.125
Plate1,04:00:00,30.0,7,0,1927.494
Plate1,04:00:00,30.0,7,1,2921.067
Plate1,04:00:00,30.0,7,2,2900.562
Plate1,04:00:00,30.0,7,3,2352.512
Plate1,04:00:00,30.0,7,4,2859.552
Plate1,04:00:00,30.0,7,5,2790.579
Plate1,04:00:00,30.0,7,6,1621.78
Plate1,04:00:00,30.0,7,7,1073.73
Plate1,04:00:00,30.0,7,8,917.144
Plate1,04:00:00,30.0,7,9,570.419
Plate1,04:00:00,30.0,7,10,505.175
Plate1,04:00:00,30.0,7,11,507.039
Plate1,04:15:00,30.0,0,0,4732.268
Plate1,04:15:00,30.0,0,1,2679.174
Plate1,04:15:00,30.0,0,2,2126.418
Plate1,04:15:00,30.0,0,3,2737.458
Plate1,04:15:00,30.0,0,4,1882.002
Plate1,04:15:00,30.0,0,5,1069.79
Plate1,04:15:00,30.0,0,6,699.405
Plate1,04:15:00,30.0,0,7,434.308
Plate1,04:15:00,30.0,0,8,298.939
Plate1,04:15:00,30.0,0,9,298.939
Plate1,04:15:00,30.0,0,10,223.735
Plate1,04:15:00,30.0,0,11,182.372
Plate1,04:15:00,30.0,1,0,1678319.25
Plate1,04:15:00,30.0,1,1,5896.063
Plate1,04:15:00,30.0,1,2,5482.437
Plate1,04:15:00,30.0,1,3,1028795.437
Plate1,04:15:00,30.0,1,4,4025.342
Plate1,04:15:00,30.0,1,5,1795.517
Plate1,04:15:00,30.0,1,6,3985.859
Plate1,04:15:00,30.0,1,7,712.566
Plate1,04:15:00,30.0,1,8,580.958
Plate1,04:15:00,30.0,1,9,879.897
Plate1,04:15:00,30.0,1,10,319.621
Plate1,04:15:00,30.0,1,11,287.659
Plate1,04:15:00,30.0,2,0,1592864.0
Plate1,04:15:00,30.0,2,1,7667.138
Plate1,04:15:00,30.0,2,2,7095.581
Plate1,04:15:00,30.0,2,3,1039245.063
Plate1,04:15:00,30.0,2,4,5115.812
Plate1,04:15:00,30.0,2,5,2758.139
Plate1,04:15:00,30.0,2,6,5175.977
Plate1,04:15:00,30.0,2,7,1385.65
Plate1,04:15:00,30.0,2,8,1045.348
Plate1,04:15:00,30.0,2,9,1325.486
Plate1,04:15:00,30.0,2,10,505.753
Plate1,04:15:00,30.0,2,11,368.504
Plate1,04:15:00,30.0,3,0,1511949.125
Plate1,04:15:00,30.0,3,1,7151.985
Plate1,04:15:00,30.0,3,2,7093.701
Plate1,04:15:00,30.0,3,3,1018768.625
Plate1,04:15:00,30.0,3,4,6313.45
Plate1,04:15:00,30.0,3,5,4384.445
Plate1,04:15:00,30.0,3,6,27096.32
Plate1,04:15:00,30.0,3,7,1699.63
Plate1,04:15:00,30.0,3,8,1182.597
Plate1,04:15:00,30.0,3,9,1427.013
Plate1,04:15:00,30.0,3,10,577.198
Plate1,04:15:00,30.0,3,11,530.194
Plate1,04:15:00,30.0,4,0,6785.361
Plate1,04:15:00,30.0,4,1,861958.938
Plate1,04:15:00,30.0,4,2,918370.125
Plate1,04:15:00,30.0,4,3,7714.141
Plate1,04:15:00,30.0,4,4,982173.937
Plate1,04:15:00,30.0,4,5,852658.0
Plate1,04:15:00,30.0,4,6,2985.634
Plate1,04:15:00,30.0,4,7,25199.277
Plate1,04:15:00,30.0,4,8,9287.804
Plate1,04:15:00,30.0,4,9,721.967
Plate1,04:15:00,30.0,4,10,40349.301
Plate1,04:15:00,30.0,4,11,89584.062
Plate1,04:15:00,30.0,5,0,5104.532
Plate1,04:15:00,30.0,5,1,910152.125
Plate1,04:15:00,30.0,5,2,942868.125
Plate1,04:15:00,30.0,5,3,6670.673
Plate1,04:15:00,30.0,5,4,1031542.187
Plate1,04:15:00,30.0,5,5,906092.938
Plate1,04:15:00,30.0,5,6,3416.182
Plate1,04:15:00,30.0,5,7,27667.879
Plate1,04:15:00,30.0,5,8,16701.125
Plate1,04:15:00,30.0,5,9,846.055
Plate1,04:15:00,30.0,5,10,34695.773
Plate1,04:15:00,30.0,5,11,49340.047
Plate1,04:15:00,30.0,6,0,4510.413
Plate1,04:15:00,30.0,6,1,914726.438
Plate1,04:15:00,30.0,6,2,958356.563
Plate1,04:15:00,30.0,6,3,6219.444
Plate1,04:15:00,30.0,6,4,1047765.75
Plate1,04:15:00,30.0,6,5,1009618.0
Plate1,04:15:00,30.0,6,6,3346.617
Plate1,04:15:00,30.0,6,7,32276.057
Plate1,04:15:00,30.0,6,8,46909.047
Plate1,04:15:00,30.0,6,9,878.017
Plate1,04:15:00,30.0,6,10,67048.914
Plate1,04:15:00,30.0,6,11,57975.449
Plate1,04:15:00,30.0,7,0,1893.283
Plate1,04:15:00,30.0,7,1,2932.991
Plate1,04:15:00,30.0,7,2,2788.221
Plate1,04:15:00,30.0,7,3,2380.235
Plate1,04:15:00,30.0,7,4,2904.789
Plate1,04:15:00,30.0,7,5,2667.893
Plate1,04:15:00,30.0,7,6,1641.347
Plate1,04:15:00,30.0,7,7,1111.152
Plate1,04:15:00,30.0,7,8,757.689
Plate1,04:15:00,30.0,7,9,479.431
Plate1,04:15:00,30.0,7,10,443.709
Plate1,04:15:00,30.0,7,11,374.144
Plate1,04:30:00,30.0,0,0,4629.442
Plate1,04:30:00,30.0,0,1,2574.855
Plate1,04:30:00,30.0,0,2,2050.803
Plate1,04:30:00,30.0,0,3,2678.909
Plate1,04:30:00,30.0,0,4,1721.615
Plate1,04:30:00,30.0,0,5,959.186
Plate1,04:30:00,30.0,0,6,612.971
Plate1,04:30:00,30.0,0,7,421.89
Plate1,04:30:00,30.0,0,8,370.809
Plate1,04:30:00,30.0,0,9,297.026
Plate1,04:30:00,30.0,0,10,215.675
Plate1,04:30:00,30.0,0,11,162.702
Plate1,04:30:00,30.0,1,0,1648985.875
Plate1,04:30:00,30.0,1,1,5893.222
Plate1,04:30:00,30.0,1,2,5376.737
Plate1,04:30:00,30.0,1,3,1014266.0
Plate1,04:30:00,30.0,1,4,3844.31
Plate1,04:30:00,30.0,1,5,1916.479
Plate1,04:30:00,30.0,1,6,3704.311
Plate1,04:30:00,30.0,1,7,713.241
Plate1,04:30:00,30.0,1,8,563.782
Plate1,04:30:00,30.0,1,9,864.591
Plate1,04:30:00,30.0,1,10,315.945
Plate1,04:30:00,30.0,1,11,259.188
Plate1,04:30:00,30.0,2,0,1581540.125
Plate1,04:30:00,30.0,2,1,7692.404
Plate1,04:30:00,30.0,2,2,6939.434
Plate1,04:30:00,30.0,2,3,1035846.75
Plate1,04:30:00,30.0,2,4,5231.062
Plate1,04:30:00,30.0,2,5,2805.665
Plate1,04:30:00,30.0,2,6,4544.308
Plate1,04:30:00,30.0,2,7,1443.508
Plate1,04:30:00,30.0,2,8,881.618
Plate1,04:30:00,30.0,2,9,1087.834
Plate1,04:30:00,30.0,2,10,387.836
Plate1,04:30:00,30.0,2,11,314.053
Plate1,04:30:00,30.0,3,0,1513914.75
Plate1,04:30:00,30.0,3,1,7134.298
Plate1,04:30:00,30.0,3,2,7185.379
Plate1,04:30:00,30.0,3,3,998920.937
Plate1,04:30:00,30.0,3,4,6400.247
Plate1,04:30:00,30.0,3,5,4304.038
Plate1,04:30:00,30.0,3,6,21565.596
Plate1,04:30:00,30.0,3,7,1577.832
Plate1,04:30:00,30.0,3,8,1154.05
Plate1,04:30:00,30.0,3,9,1322.428
Plate1,04:30:00,30.0,3,10,469.187
Plate1,04:30:00,30.0,3,11,484.323
Plate1,04:30:00,30.0,4,0,6725.651
Plate1,04:30:00,30.0,4,1,844770.125
Plate1,04:30:00,30.0,4,2,911336.125
Plate1,04:30:00,30.0,4,3,7783.214
Plate1,04:30:00,30.0,4,4,963896.375
Plate1,04:30:00,30.0,4,5,836941.5
Plate1,04:30:00,30.0,4,6,2960.8
Plate1,04:30:00,30.0,4,7,13012.385
Plate1,04:30:00,30.0,4,8,4239.714
Plate1,04:30:00,30.0,4,9,595.944
Plate1,04:30:00,30.0,4,10,31034.48
Plate1,04:30:00,30.0,4,11,68700.016
Plate1,04:30:00,30.0,5,0,5041.874
Plate1,04:30:00,30.0,5,1,884412.688
Plate1,04:30:00,30.0,5,2,936734.687
Plate1,04:30:00,30.0,5,3,6719.975
Plate1,04:30:00,30.0,5,4,1025233.25
Plate1,04:30:00,30.0,5,5,892250.75
Plate1,04:30:00,30.0,5,6,3288.096
Plate1,04:30:00,30.0,5,7,14972.377
Plate1,04:30:00,30.0,5,8,7966.728
Plate1,04:30:00,30.0,5,9,734.051
Plate1,04:30:00,30.0,5,10,21408.57
Plate1,04:30:00,30.0,5,11,27299.9
Plate1,04:30:00,30.0,6,0,4555.659
Plate1,04:30:00,30.0,6,1,887290.313
Plate1,04:30:00,30.0,6,2,955944.875
Plate1,04:30:00,30.0,6,3,6324.571
Plate1,04:30:00,30.0,6,4,1044513.438
Plate1,04:30:00,30.0,6,5,1001649.0
Plate1,04:30:00,30.0,6,6,3299.447
Plate1,04:30:00,30.0,6,7,19853.439
Plate1,04:30:00,30.0,6,8,26372.875
Plate1,04:30:00,30.0,6,9,796.484
Plate1,04:30:00,30.0,6,10,46795.773
Plate1,04:30:00,30.0,6,11,34927.98
Plate1,04:30:00,30.0,7,0,1814.318
Plate1,04:30:00,30.0,7,1,2881.341
Plate1,04:30:00,30.0,7,2,2885.125
Plate1,04:30:00,30.0,7,3,2047.02
Plate1,04:30:00,30.0,7,4,2909.719
Plate1,04:30:00,30.0,7,5,2729.99
Plate1,04:30:00,30.0,7,6,1434.049
Plate1,04:30:00,30.0,7,7,968.645
Plate1,04:30:00,30.0,7,8,643.241
Plate1,04:30:00,30.0,7,9,429.458
Plate1,04:30:00,30.0,7,10,359.458
Plate1,04:30:00,30.0,7,11,300.81
Plate1,04:45:00,30.0,0,0,4621.484
Plate1,04:45:00,30.0,0,1,2721.628
Plate1,04:45:00,30.0,0,2,2234.435
Plate1,04:45:00,30.0,0,3,2743.15
Plate1,04:45:00,30.0,0,4,1770.721
Plate1,04:45:00,30.0,0,5,966.559
Plate1,04:45:00,30.0,0,6,680.896
Plate1,04:45:00,30.0,0,7,434.365
Plate1,04:45:00,30.0,0,8,363.927
Plate1,04:45:00,30.0,0,9,221.096
Plate1,04:45:00,30.0,0,10,228.922
Plate1,04:45:00,30.0,0,11,201.53
Plate1,04:45:00,30.0,1,0,1675196.125
Plate1,04:45:00,30.0,1,1,6112.412
Plate1,04:45:00,30.0,1,2,5366.948
Plate1,04:45:00,30.0,1,3,1029379.875
Plate1,04:45:00,30.0,1,4,3969.937
Plate1,04:45:00,30.0,1,5,1776.591
Plate1,04:45:00,30.0,1,6,3240.126
Plate1,04:45:00,30.0,1,7,716.115
Plate1,04:45:00,30.0,1,8,520.455
Plate1,04:45:00,30.0,1,9,782.639
Plate1,04:45:00,30.0,1,10,316.969
Plate1,04:45:00,30.0,1,11,262.184
Plate1,04:45:00,30.0,2,0,1641223.75
Plate1,04:45:00,30.0,2,1,7797.043
Plate1,04:45:00,30.0,2,2,7255.065
Plate1,04:45:00,30.0,2,3,1063354.25
Plate1,04:45:00,30.0,2,4,5308.25
Plate1,04:45:00,30.0,2,5,2829.24
Plate1,04:45:00,30.0,2,6,4132.335
Plate1,04:45:00,30.0,2,7,1398.968
Plate1,04:45:00,30.0,2,8,974.386
Plate1,04:45:00,30.0,2,9,1046.78
Plate1,04:45:00,30.0,2,10,408.929
Plate1,04:45:00,30.0,2,11,311.099
Plate1,04:45:00,30.0,3,0,1567041.25
Plate1,04:45:00,30.0,3,1,7417.463
Plate1,04:45:00,30.0,3,2,7088.754
Plate1,04:45:00,30.0,3,3,1013729.062
Plate1,04:45:00,30.0,3,4,6333.507
Plate1,04:45:00,30.0,3,5,4296.689
Plate1,04:45:00,30.0,3,6,17538.943
Plate1,04:45:00,30.0,3,7,1532.016
Plate1,04:45:00,30.0,3,8,1054.606
Plate1,04:45:00,30.0,3,9,1222.874
Plate1,04:45:00,30.0,3,10,491.106
Plate1,04:45:00,30.0,3,11,401.103
Plate1,04:45:00,30.0,4,0,6967.445
Plate1,04:45:00,30.0,4,1,854000.187
Plate1,04:45:00,30.0,4,2,937887.313
Plate1,04:45:00,30.0,4,3,7636.602
Plate1,04:45:00,30.0,4,4,975033.375
Plate1,04:45:00,30.0,4,5,851214.0
Plate1,04:45:00,30.0,4,6,2923.157
Plate1,04:45:00,30.0,4,7,6850.049
Plate1,04:45:00,30.0,4,8,3138.383
Plate1,04:45:00,30.0,4,9,606.545
Plate1,04:45:00,30.0,4,10,24171.811
Plate1,04:45:00,30.0,4,11,53990.363
Plate1,04:45:00,30.0,5,0,5100.851
