Update,NOT,NAND,AND,EPS,OR,ANDN,NOR,XOR,EQU
# Reaction counts - Low resource environment
# Brian Connelly - 2011/12/15

31800.0,155.0,1.0,19.0,25.0,2139.0,1078.0,4052.0,0.0,0.0
31900.0,168.0,1.0,17.0,32.0,2492.0,1023.0,4344.0,0.0,0.0
32000.0,160.0,2.0,20.0,31.0,2448.0,1014.0,4279.0,0.0,0.0
32100.0,171.0,2.0,25.0,34.0,2503.0,836.0,4083.0,0.0,0.0
32200.0,144.0,3.0,16.0,23.0,2634.0,821.0,4294.0,0.0,0.0
32300.0,142.0,2.0,15.0,18.0,2453.0,912.0,4201.0,0.0,0.0
32400.0,162.0,4.0,22.0,25.0,2429.0,932.0,4190.0,0.0,0.0
32500.0,149.0,6.0,17.0,27.0,2304.0,964.0,4087.0,1.0,0.0
32600.0,176.0,6.0,24.0,22.0,2329.0,1007.0,4181.0,0.0,0.0
32700.0,182.0,5.0,28.0,31.0,2476.0,873.0,4205.0,0.0,0.0
32800.0,151.0,11.0,24.0,23.0,2478.0,807.0,4073.0,0.0,0.0
32900.0,173.0,8.0,32.0,35.0,2433.0,1000.0,4268.0,0.0,0.0
33000.0,146.0,2.0,14.0,31.0,2384.0,908.0,4042.0,0.0,0.0
33100.0,170.0,2.0,41.0,34.0,2255.0,997.0,4053.0,0.0,0.0
33200.0,165.0,8.0,37.0,21.0,2279.0,1007.0,4084.0,0.0,0.0
33300.0,159.0,5.0,26.0,33.0,2388.0,994.0,4190.0,0.0,0.0
33400.0,146.0,4.0,21.0,40.0,2303.0,1073.0,4243.0,0.0,0.0
33500.0,138.0,7.0,30.0,36.0,2461.0,1108.0,4320.0,0.0,0.0
33600.0,144.0,2.0,15.0,23.0,2249.0,1235.0,4253.0,0.0,0.0
33700.0,146.0,8.0,19.0,29.0,2105.0,1149.0,4083.0,0.0,0.0
33800.0,141.0,4.0,26.0,35.0,2341.0,1115.0,4239.0,0.0,0.0
33900.0,137.0,2.0,22.0,29.0,2306.0,993.0,4118.0,0.0,0.0
34000.0,132.0,5.0,25.0,32.0,2274.0,1018.0,4156.0,0.0,0.0
34100.0,149.0,6.0,19.0,29.0,2331.0,883.0,3914.0,0.0,0.0
34200.0,161.0,5.0,25.0,32.0,2166.0,1015.0,3989.0,0.0,0.0
34300.0,169.0,3.0,23.0,34.0,2245.0,1054.0,4015.0,0.0,0.0
34400.0,159.0,12.0,30.0,20.0,2460.0,1006.0,4200.0,0.0,0.0
34500.0,123.0,2.0,18.0,31.0,2429.0,901.0,4056.0,0.0,0.0
34600.0,139.0,6.0,23.0,36.0,2381.0,934.0,4059.0,0.0,0.0
34700.0,152.0,6.0,25.0,35.0,2538.0,824.0,4180.0,0.0,0.0
34800.0,143.0,6.0,27.0,34.0,2388.0,964.0,4180.0,0.0,0.0
34900.0,141.0,10.0,21.0,28.0,2501.0,823.0,4147.0,0.0,0.0
35000.0,140.0,3.0,23.0,40.0,2428.0,899.0,4231.0,0.0,0.0
35100.0,151.0,10.0,31.0,35.0,2112.0,1040.0,4093.0,0.0,0.0
35200.0,188.0,12.0,28.0,31.0,1881.0,1164.0,4158.0,0.0,0.0
35300.0,204.0,9.0,45.0,46.0,2025.0,1111.0,4165.0,0.0,0.0
35400.0,157.0,9.0,34.0,48.0,2141.0,1071.0,4162.0,0.0,0.0
35500.0,151.0,13.0,29.0,42.0,2205.0,1070.0,4265.0,0.0,0.0
35600.0,166.0,2.0,37.0,27.0,2191.0,1182.0,4160.0,0.0,0.0
35700.0,163.0,6.0,25.0,40.0,2283.0,1133.0,4226.0,0.0,0.0
35800.0,168.0,5.0,23.0,36.0,2553.0,856.0,4177.0,0.0,0.0
35900.0,158.0,6.0,25.0,32.0,2381.0,979.0,4175.0,0.0,0.0
36000.0,169.0,5.0,19.0,41.0,2155.0,950.0,4003.0,0.0,0.0
36100.0,209.0,2.0,14.0,55.0,2587.0,812.0,4234.0,0.0,0.0
36200.0,184.0,7.0,33.0,44.0,2411.0,873.0,4066.0,0.0,0.0
36300.0,187.0,6.0,19.0,56.0,2616.0,838.0,4174.0,0.0,0.0
36400.0,156.0,6.0,22.0,63.0,2447.0,800.0,4056.0,0.0,0.0
36500.0,173.0,6.0,26.0,65.0,2782.0,708.0,4304.0,0.0,0.0
36600.0,196.0,3.0,18.0,47.0,2740.0,632.0,4189.0,0.0,0.0
36700.0,164.0,5.0,15.0,43.0,2712.0,639.0,4186.0,0.0,0.0
36800.0,148.0,1.0,14.0,37.0,2562.0,610.0,3972.0,0.0,0.0
36900.0,146.0,1.0,24.0,31.0,2743.0,600.0,4082.0,0.0,0.0
37000.0,150.0,4.0,16.0,38.0,2778.0,586.0,4168.0,0.0,0.0
37100.0,165.0,2.0,17.0,23.0,2761.0,465.0,4044.0,0.0,0.0
37200.0,139.0,7.0,17.0,34.0,2768.0,437.0,3968.0,0.0,0.0
37300.0,154.0,6.0,17.0,41.0,2732.0,655.0,4230.0,0.0,0.0
37400.0,168.0,4.0,19.0,45.0,2735.0,549.0,4124.0,0.0,0.0
37500.0,153.0,1.0,12.0,36.0,2831.0,632.0,4310.0,0.0,0.0
37600.0,167.0,3.0,30.0,34.0,2940.0,474.0,4179.0,0.0,0.0
37700.0,173.0,5.0,20.0,34.0,2729.0,599.0,4130.0,0.0,0.0
37800.0,181.0,1.0,17.0,30.0,2722.0,657.0,4154.0,0.0,0.0
37900.0,169.0,8.0,17.0,36.0,2755.0,778.0,4341.0,0.0,0.0
38000.0,144.0,3.0,19.0,39.0,2734.0,637.0,4187.0,0.0,0.0
38100.0,164.0,4.0,20.0,29.0,2800.0,584.0,4159.0,0.0,0.0
38200.0,132.0,5.0,30.0,38.0,2803.0,626.0,4238.0,0.0,0.0
38300.0,159.0,4.0,26.0,38.0,2691.0,781.0,4316.0,0.0,0.0
38400.0,152.0,5.0,29.0,36.0,2778.0,648.0,4151.0,0.0,0.0
38500.0,162.0,5.0,15.0,31.0,2879.0,643.0,4229.0,0.0,0.0
38600.0,144.0,6.0,25.0,40.0,2668.0,733.0,4143.0,0.0,0.0
38700.0,150.0,2.0,26.0,23.0,2632.0,797.0,4166.0,0.0,0.0
38800.0,138.0,5.0,34.0,33.0,2519.0,805.0,4027.0,0.0,0.0
38900.0,137.0,7.0,24.0,69.0,2594.0,795.0,4189.0,0.0,0.0
39000.0,168.0,16.0,13.0,44.0,2462.0,857.0,4101.0,0.0,0.0
39100.0,155.0,5.0,19.0,39.0,2754.0,781.0,4306.0,0.0,0.0
39200.0,162.0,8.0,21.0,47.0,2580.0,786.0,4145.0,0.0,0.0
39300.0,169.0,2.0,29.0,46.0,2806.0,723.0,4298.0,0.0,0.0
39400.0,182.0,4.0,28.0,51.0,2557.0,920.0,4198.0,0.0,0.0
39500.0,182.0,3.0,23.0,36.0,2595.0,835.0,4169.0,0.0,0.0
39600.0,188.0,5.0,29.0,36.0,2549.0,933.0,4254.0,0.0,0.0
39700.0,157.0,5.0,39.0,51.0,2640.0,878.0,4249.0,0.0,0.0
39800.0,129.0,3.0,29.0,40.0,2700.0,819.0,4234.0,0.0,0.0
39900.0,154.0,3.0,33.0,25.0,2698.0,775.0,4214.0,0.0,0.0
40000.0,167.0,4.0,28.0,24.0,2616.0,852.0,4209.0,0.0,0.0
40100.0,183.0,5.0,37.0,22.0,2681.0,951.0,4343.0,0.0,0.0
40200.0,181.0,4.0,39.0,18.0,2777.0,881.0,4410.0,0.0,0.0
40300.0,152.0,3.0,15.0,37.0,2668.0,737.0,4210.0,0.0,0.0
40400.0,141.0,3.0,25.0,39.0,2924.0,764.0,4352.0,0.0,0.0
40500.0,161.0,1.0,30.0,37.0,2701.0,699.0,4032.0,0.0,0.0
40600.0,165.0,3.0,23.0,29.0,2769.0,651.0,4077.0,0.0,0.0
40700.0,164.0,6.0,23.0,24.0,2750.0,656.0,4078.0,0.0,0.0
40800.0,182.0,1.0,33.0,35.0,2719.0,580.0,4167.0,0.0,0.0
40900.0,160.0,7.0,43.0,24.0,2764.0,544.0,4366.0,0.0,0.0
41000.0,194.0,2.0,30.0,24.0,2582.0,660.0,4181.0,0.0,0.0
41100.0,179.0,5.0,29.0,28.0,2763.0,629.0,4224.0,0.0,0.0
41200.0,158.0,7.0,17.0,24.0,2655.0,755.0,4172.0,0.0,0.0
41300.0,162.0,7.0,33.0,27.0,2729.0,803.0,4208.0,0.0,0.0
41400.0,149.0,6.0,19.0,32.0,2581.0,871.0,4103.0,0.0,0.0
41500.0,161.0,13.0,25.0,25.0,2858.0,622.0,4188.0,0.0,0.0
41600.0,167.0,7.0,17.0,24.0,2969.0,648.0,4307.0,0.0,0.0
41700.0,142.0,0.0,17.0,19.0,2761.0,798.0,4303.0,0.0,0.0
41800.0,147.0,2.0,23.0,17.0,2767.0,777.0,4311.0,0.0,0.0
41900.0,158.0,4.0,14.0,19.0,2652.0,789.0,4165.0,0.0,0.0
42000.0,168.0,2.0,23.0,20.0,2594.0,811.0,4202.0,0.0,0.0
42100.0,158.0,0.0,19.0,26.0,2515.0,896.0,4204.0,0.0,0.0
42200.0,137.0,2.0,19.0,23.0,2679.0,875.0,4315.0,0.0,0.0
42300.0,150.0,3.0,22.0,25.0,2569.0,901.0,4186.0,0.0,0.0
42400.0,151.0,2.0,30.0,32.0,2717.0,796.0,4134.0,0.0,0.0
42500.0,164.0,2.0,25.0,39.0,2644.0,972.0,4288.0,0.0,0.0
42600.0,185.0,2.0,23.0,28.0,2500.0,1102.0,4322.0,0.0,0.0
42700.0,161.0,6.0,33.0,13.0,2539.0,1044.0,4275.0,0.0,0.0
42800.0,173.0,4.0,28.0,22.0,2501.0,1158.0,4350.0,0.0,0.0
42900.0,149.0,6.0,33.0,17.0,2253.0,1312.0,4305.0,0.0,0.0
43000.0,181.0,9.0,29.0,19.0,2072.0,1387.0,4237.0,0.0,0.0
43100.0,192.0,0.0,41.0,20.0,1671.0,1358.0,3996.0,0.0,0.0
43200.0,213.0,4.0,40.0,26.0,1794.0,1598.0,4506.0,0.0,0.0
43300.0,188.0,6.0,36.0,24.0,1630.0,1726.0,4328.0,0.0,0.0
43400.0,191.0,10.0,49.0,22.0,1701.0,1623.0,4269.0,0.0,0.0
43500.0,221.0,3.0,51.0,18.0,1673.0,1685.0,4340.0,0.0,0.0
43600.0,175.0,4.0,34.0,17.0,1601.0,1934.0,4484.0,0.0,0.0
43700.0,186.0,3.0,37.0,16.0,1676.0,1903.0,4351.0,0.0,0.0
43800.0,187.0,3.0,42.0,20.0,1816.0,1841.0,4302.0,0.0,0.0
43900.0,166.0,4.0,41.0,14.0,2040.0,1755.0,4455.0,0.0,0.0
44000.0,180.0,1.0,19.0,19.0,2007.0,1468.0,4187.0,0.0,0.0
44100.0,146.0,5.0,28.0,22.0,1903.0,1641.0,4373.0,0.0,0.0
44200.0,179.0,4.0,46.0,25.0,1938.0,1549.0,4495.0,0.0,0.0
44300.0,191.0,10.0,60.0,22.0,1984.0,1551.0,4556.0,0.0,0.0
44400.0,195.0,6.0,44.0,27.0,2071.0,1671.0,4618.0,0.0,0.0
44500.0,167.0,4.0,43.0,40.0,2070.0,1500.0,4476.0,0.0,0.0
44600.0,166.0,2.0,50.0,23.0,2142.0,1536.0,4363.0,0.0,0.0
44700.0,175.0,3.0,42.0,34.0,2194.0,1593.0,4495.0,0.0,0.0
44800.0,161.0,2.0,42.0,31.0,2115.0,1558.0,4407.0,0.0,0.0
44900.0,184.0,7.0,44.0,26.0,1876.0,1746.0,4479.0,0.0,0.0
45000.0,169.0,5.0,32.0,28.0,1715.0,1747.0,4382.0,0.0,0.0
45100.0,160.0,6.0,34.0,28.0,1719.0,1837.0,4465.0,0.0,0.0
45200.0,149.0,8.0,31.0,51.0,2079.0,1601.0,4350.0,0.0,0.0
45300.0,171.0,12.0,37.0,24.0,1825.0,1746.0,4253.0,0.0,0.0
45400.0,146.0,3.0,34.0,27.0,1895.0,1659.0,4335.0,0.0,0.0
45500.0,146.0,4.0,28.0,21.0,1841.0,1775.0,4318.0,0.0,0.0
45600.0,144.0,5.0,27.0,19.0,1965.0,1671.0,4362.0,0.0,0.0
45700.0,123.0,6.0,27.0,24.0,1976.0,1729.0,4374.0,0.0,0.0
45800.0,165.0,14.0,23.0,28.0,1907.0,1833.0,4468.0,0.0,0.0
45900.0,155.0,8.0,50.0,40.0,1639.0,2051.0,4388.0,0.0,0.0
46000.0,172.0,12.0,30.0,36.0,1806.0,1997.0,4569.0,0.0,0.0
46100.0,167.0,7.0,20.0,30.0,1706.0,1974.0,4485.0,0.0,0.0
46200.0,155.0,4.0,29.0,44.0,1504.0,2111.0,4413.0,0.0,0.0
46300.0,158.0,8.0,22.0,19.0,1718.0,2035.0,4491.0,0.0,0.0
46400.0,168.0,7.0,37.0,28.0,1760.0,1984.0,4514.0,0.0,0.0
46500.0,162.0,9.0,32.0,21.0,1744.0,2043.0,4548.0,0.0,0.0
46600.0,150.0,2.0,22.0,28.0,1973.0,1892.0,4546.0,0.0,0.0
46700.0,181.0,4.0,37.0,29.0,1757.0,1799.0,4280.0,0.0,0.0
46800.0,170.0,9.0,36.0,34.0,1740.0,1776.0,4205.0,0.0,0.0
46900.0,176.0,3.0,30.0,24.0,1562.0,2183.0,4499.0,1.0,0.0
47000.0,177.0,5.0,32.0,15.0,1843.0,1919.0,4442.0,0.0,0.0
47100.0,185.0,7.0,35.0,20.0,1646.0,1959.0,4328.0,0.0,0.0
47200.0,147.0,3.0,31.0,27.0,1971.0,1741.0,4506.0,0.0,0.0
47300.0,193.0,2.0,30.0,22.0,1699.0,2062.0,4469.0,0.0,0.0
47400.0,157.0,3.0,22.0,30.0,1644.0,2038.0,4410.0,0.0,0.0
47500.0,178.0,11.0,32.0,22.0,1732.0,1726.0,4144.0,0.0,0.0
47600.0,206.0,8.0,26.0,31.0,1599.0,2124.0,4358.0,0.0,0.0
47700.0,172.0,6.0,24.0,26.0,1804.0,1969.0,4370.0,0.0,0.0
47800.0,155.0,4.0,36.0,17.0,1966.0,1783.0,4511.0,0.0,0.0
47900.0,177.0,7.0,29.0,33.0,2078.0,1529.0,4377.0,0.0,0.0
48000.0,169.0,12.0,33.0,14.0,1938.0,1689.0,4244.0,0.0,0.0
48100.0,187.0,5.0,29.0,23.0,1933.0,1807.0,4400.0,0.0,0.0
48200.0,179.0,18.0,31.0,25.0,1784.0,1809.0,4241.0,0.0,0.0
48300.0,161.0,3.0,35.0,26.0,1859.0,1656.0,4208.0,0.0,0.0
48400.0,176.0,4.0,27.0,21.0,1831.0,1929.0,4441.0,0.0,0.0
48500.0,195.0,8.0,20.0,21.0,1934.0,1757.0,4401.0,0.0,0.0
48600.0,163.0,3.0,33.0,30.0,1878.0,1757.0,4261.0,0.0,0.0
48700.0,165.0,3.0,30.0,18.0,2040.0,1585.0,4288.0,0.0,0.0
48800.0,166.0,5.0,22.0,14.0,2036.0,1526.0,4250.0,0.0,0.0
48900.0,194.0,4.0,27.0,25.0,2184.0,1499.0,4378.0,0.0,0.0
49000.0,139.0,9.0,25.0,30.0,2168.0,1520.0,4389.0,0.0,0.0
49100.0,173.0,7.0,20.0,30.0,2102.0,1575.0,4378.0,0.0,0.0
49200.0,175.0,2.0,27.0,24.0,1926.0,1697.0,4384.0,0.0,0.0
49300.0,169.0,3.0,30.0,25.0,1751.0,1697.0,4326.0,0.0,0.0
49400.0,238.0,7.0,38.0,28.0,1707.0,1921.0,4611.0,0.0,0.0
49500.0,206.0,6.0,38.0,30.0,1588.0,1946.0,4435.0,0.0,0.0
49600.0,206.0,6.0,46.0,22.0,1602.0,1852.0,4244.0,0.0,0.0
49700.0,173.0,4.0,30.0,24.0,1711.0,1802.0,4321.0,0.0,0.0
49800.0,183.0,7.0,31.0,21.0,1686.0,1863.0,4452.0,0.0,0.0
49900.0,200.0,3.0,65.0,29.0,1808.0,1994.0,4691.0,0.0,0.0
50000.0,195.0,4.0,47.0,28.0,1616.0,2062.0,4389.0,0.0,0.0
50100.0,168.0,5.0,33.0,14.0,1736.0,1869.0,4348.0,0.0,0.0
50200.0,194.0,1.0,36.0,17.0,1811.0,2133.0,4605.0,0.0,0.0
50300.0,153.0,4.0,31.0,24.0,1819.0,1938.0,4457.0,0.0,0.0
50400.0,185.0,2.0,32.0,16.0,1801.0,1824.0,4385.0,0.0,0.0
50500.0,155.0,1.0,24.0,11.0,1888.0,1803.0,4365.0,0.0,0.0
50600.0,161.0,8.0,23.0,18.0,1972.0,1662.0,4284.0,0.0,0.0
50700.0,168.0,2.0,32.0,24.0,1925.0,1816.0,4369.0,0.0,0.0
50800.0,150.0,2.0,24.0,17.0,2152.0,1657.0,4453.0,0.0,0.0
50900.0,137.0,1.0,23.0,29.0,1855.0,1844.0,4386.0,0.0,0.0
51000.0,182.0,2.0,33.0,21.0,1867.0,1911.0,4548.0,0.0,0.0
51100.0,162.0,2.0,31.0,25.0,2056.0,1744.0,4477.0,0.0,0.0
51200.0,177.0,5.0,26.0,23.0,1759.0,1987.0,4471.0,0.0,0.0
51300.0,157.0,3.0,35.0,23.0,2011.0,1876.0,4571.0,0.0,0.0
51400.0,161.0,0.0,29.0,19.0,2051.0,1794.0,4649.0,0.0,0.0
51500.0,132.0,3.0,28.0,22.0,1986.0,1680.0,4346.0,0.0,0.0
51600.0,146.0,8.0,34.0,20.0,2070.0,1777.0,4489.0,0.0,0.0
51700.0,173.0,11.0,27.0,20.0,1817.0,1727.0,4400.0,1.0,0.0
51800.0,231.0,2.0,63.0,23.0,1919.0,1879.0,4825.0,0.0,0.0
51900.0,206.0,1.0,55.0,21.0,1897.0,1997.0,4861.0,0.0,0.0
52000.0,200.0,2.0,49.0,28.0,1897.0,1730.0,4506.0,0.0,0.0
52100.0,195.0,4.0,60.0,19.0,2007.0,1668.0,4615.0,0.0,0.0
52200.0,187.0,4.0,34.0,22.0,1772.0,1994.0,4723.0,0.0,0.0
52300.0,153.0,1.0,40.0,21.0,1817.0,2031.0,4674.0,0.0,0.0
52400.0,194.0,2.0,47.0,28.0,1766.0,1894.0,4566.0,0.0,0.0
52500.0,202.0,5.0,61.0,15.0,1930.0,1809.0,4611.0,0.0,0.0
52600.0,195.0,2.0,60.0,26.0,1959.0,1908.0,4667.0,0.0,0.0
52700.0,175.0,1.0,31.0,26.0,2010.0,1811.0,4618.0,0.0,0.0
52800.0,147.0,4.0,27.0,28.0,2095.0,1784.0,4540.0,0.0,0.0
52900.0,157.0,2.0,33.0,30.0,2104.0,1879.0,4641.0,0.0,0.0
53000.0,173.0,1.0,40.0,32.0,2127.0,1815.0,4643.0,0.0,0.0
53100.0,178.0,2.0,34.0,26.0,2146.0,1905.0,4758.0,0.0,0.0
53200.0,193.0,4.0,27.0,18.0,2326.0,1662.0,4709.0,0.0,0.0
53300.0,167.0,3.0,29.0,22.0,2180.0,1579.0,4487.0,0.0,0.0
53400.0,171.0,3.0,33.0,25.0,2146.0,1788.0,4720.0,0.0,0.0
53500.0,154.0,5.0,43.0,29.0,2119.0,1738.0,4579.0,0.0,0.0
53600.0,193.0,1.0,36.0,25.0,2357.0,1315.0,4546.0,0.0,0.0
53700.0,204.0,2.0,33.0,44.0,2270.0,1561.0,4928.0,0.0,0.0
53800.0,224.0,1.0,61.0,34.0,2109.0,1641.0,4773.0,0.0,0.0
53900.0,222.0,4.0,58.0,34.0,2233.0,1540.0,4828.0,0.0,0.0
54000.0,248.0,3.0,40.0,26.0,2221.0,1491.0,4787.0,0.0,0.0
54100.0,211.0,4.0,46.0,16.0,2339.0,1468.0,4827.0,0.0,0.0
54200.0,210.0,3.0,43.0,16.0,2180.0,1573.0,4742.0,0.0,0.0
54300.0,192.0,0.0,33.0,22.0,2147.0,1531.0,4728.0,0.0,0.0
54400.0,223.0,4.0,42.0,31.0,2155.0,1475.0,4553.0,0.0,0.0
54500.0,255.0,5.0,38.0,32.0,2044.0,1660.0,4658.0,0.0,0.0
54600.0,197.0,10.0,35.0,25.0,2135.0,1578.0,4685.0,0.0,0.0
54700.0,214.0,1.0,41.0,19.0,2201.0,1455.0,4574.0,0.0,0.0
54800.0,211.0,3.0,38.0,32.0,2138.0,1518.0,4618.0,0.0,0.0
54900.0,212.0,4.0,50.0,17.0,2171.0,1486.0,4562.0,0.0,0.0
55000.0,183.0,4.0,36.0,23.0,2261.0,1480.0,4623.0,0.0,0.0
55100.0,194.0,2.0,38.0,35.0,2324.0,1310.0,4562.0,0.0,0.0
55200.0,185.0,4.0,33.0,46.0,2167.0,1585.0,4584.0,0.0,0.0
55300.0,182.0,3.0,28.0,33.0,2308.0,1339.0,4528.0,0.0,0.0
55400.0,163.0,6.0,26.0,27.0,2127.0,1510.0,4436.0,0.0,0.0
55500.0,180.0,7.0,30.0,53.0,2112.0,1573.0,4543.0,0.0,0.0
55600.0,174.0,6.0,36.0,42.0,2107.0,1527.0,4468.0,0.0,0.0
55700.0,155.0,4.0,26.0,41.0,2280.0,1545.0,4598.0,0.0,0.0
55800.0,198.0,14.0,23.0,57.0,2244.0,1518.0,4533.0,0.0,0.0
55900.0,167.0,5.0,26.0,64.0,2079.0,1599.0,4372.0,0.0,0.0
56000.0,149.0,7.0,26.0,50.0,2273.0,1408.0,4397.0,0.0,0.0
56100.0,152.0,8.0,27.0,39.0,2297.0,1521.0,4601.0,0.0,0.0
56200.0,160.0,9.0,36.0,30.0,2315.0,1489.0,4453.0,0.0,0.0
56300.0,169.0,6.0,37.0,20.0,2010.0,1638.0,4400.0,0.0,0.0
56400.0,150.0,1.0,33.0,18.0,2154.0,1662.0,4465.0,0.0,0.0
56500.0,156.0,2.0,33.0,23.0,1958.0,1790.0,4491.0,0.0,0.0
56600.0,172.0,6.0,47.0,24.0,2130.0,1741.0,4585.0,0.0,0.0
56700.0,172.0,1.0,32.0,26.0,2053.0,1676.0,4426.0,0.0,0.0
56800.0,155.0,0.0,39.0,17.0,1953.0,1926.0,4628.0,0.0,0.0
56900.0,178.0,2.0,37.0,20.0,2074.0,1878.0,4644.0,0.0,0.0
57000.0,158.0,1.0,34.0,22.0,1887.0,2002.0,4608.0,0.0,0.0
57100.0,132.0,3.0,36.0,25.0,2154.0,1824.0,4705.0,0.0,0.0
57200.0,150.0,6.0,22.0,18.0,2016.0,1852.0,4578.0,0.0,0.0
57300.0,164.0,4.0,30.0,15.0,2081.0,1746.0,4498.0,0.0,0.0
57400.0,163.0,0.0,27.0,6.0,2187.0,1833.0,4767.0,0.0,0.0
57500.0,168.0,3.0,29.0,19.0,2224.0,1677.0,4655.0,0.0,0.0
57600.0,165.0,2.0,22.0,22.0,2292.0,1753.0,4639.0,0.0,0.0
57700.0,138.0,9.0,35.0,12.0,2097.0,1700.0,4535.0,0.0,0.0
57800.0,133.0,2.0,20.0,10.0,2291.0,1646.0,4574.0,0.0,0.0
57900.0,142.0,1.0,32.0,16.0,2397.0,1439.0,4524.0,0.0,0.0
58000.0,150.0,4.0,35.0,24.0,2525.0,1402.0,4609.0,0.0,0.0
58100.0,160.0,3.0,33.0,29.0,2363.0,1495.0,4588.0,0.0,0.0
58200.0,163.0,0.0,17.0,21.0,2521.0,1439.0,4721.0,0.0,0.0
58300.0,154.0,0.0,29.0,20.0,2609.0,1286.0,4475.0,0.0,0.0
58400.0,151.0,5.0,24.0,20.0,2470.0,1155.0,4338.0,0.0,0.0
58500.0,125.0,4.0,24.0,20.0,2778.0,1248.0,4764.0,0.0,0.0
58600.0,163.0,2.0,29.0,23.0,2406.0,1399.0,4520.0,0.0,0.0
58700.0,164.0,1.0,25.0,18.0,2403.0,1360.0,4454.0,0.0,0.0
58800.0,148.0,2.0,27.0,15.0,2692.0,1254.0,4741.0,0.0,0.0
58900.0,147.0,4.0,28.0,21.0,2272.0,1231.0,4396.0,0.0,0.0
59000.0,167.0,1.0,24.0,22.0,2556.0,1050.0,4624.0,0.0,0.0
59100.0,173.0,3.0,39.0,17.0,2596.0,1191.0,4845.0,0.0,0.0
59200.0,190.0,2.0,44.0,24.0,2123.0,1402.0,4541.0,0.0,0.0
59300.0,206.0,6.0,41.0,18.0,2255.0,1419.0,4659.0,0.0,0.0
59400.0,147.0,2.0,34.0,18.0,2552.0,1311.0,4865.0,0.0,0.0
59500.0,186.0,6.0,50.0,13.0,2375.0,1299.0,4596.0,0.0,0.0
59600.0,160.0,6.0,38.0,23.0,2664.0,1251.0,4735.0,0.0,0.0
59700.0,133.0,2.0,47.0,17.0,2602.0,1135.0,4546.0,0.0,0.0
59800.0,146.0,2.0,25.0,16.0,2263.0,1311.0,4455.0,0.0,0.0
59900.0,193.0,7.0,31.0,30.0,2442.0,1343.0,4722.0,0.0,0.0
60000.0,141.0,1.0,24.0,31.0,2422.0,1411.0,4718.0,0.0,0.0
60100.0,134.0,1.0,30.0,23.0,2477.0,1352.0,4570.0,0.0,0.0
60200.0,163.0,2.0,21.0,28.0,2819.0,1151.0,4671.0,0.0,0.0
60300.0,137.0,3.0,34.0,16.0,2552.0,1371.0,4767.0,0.0,0.0
60400.0,153.0,6.0,24.0,24.0,2593.0,1194.0,4712.0,0.0,0.0
60500.0,181.0,2.0,34.0,27.0,2718.0,1059.0,4808.0,0.0,0.0
60600.0,180.0,3.0,46.0,26.0,2708.0,1138.0,4839.0,0.0,0.0
60700.0,205.0,3.0,52.0,19.0,2706.0,1074.0,4753.0,0.0,0.0
60800.0,182.0,5.0,40.0,24.0,2812.0,1061.0,4825.0,0.0,0.0
60900.0,174.0,7.0,47.0,29.0,2688.0,1179.0,4875.0,0.0,0.0
61000.0,191.0,4.0,42.0,21.0,2784.0,1203.0,5028.0,0.0,0.0
61100.0,174.0,5.0,37.0,22.0,2865.0,974.0,4874.0,0.0,0.0
61200.0,170.0,5.0,43.0,17.0,2907.0,823.0,4766.0,0.0,0.0
61300.0,199.0,2.0,44.0,20.0,2660.0,938.0,4619.0,0.0,0.0
61400.0,231.0,2.0,47.0,42.0,2689.0,835.0,4596.0,0.0,0.0
61500.0,182.0,7.0,38.0,32.0,2771.0,911.0,4832.0,0.0,0.0
61600.0,195.0,9.0,44.0,26.0,2844.0,880.0,4835.0,0.0,0.0
61700.0,177.0,8.0,36.0,30.0,2722.0,821.0,4669.0,0.0,0.0
61800.0,176.0,7.0,52.0,28.0,2652.0,889.0,4581.0,0.0,0.0
61900.0,194.0,11.0,51.0,34.0,2655.0,927.0,4709.0,0.0,0.0
62000.0,181.0,2.0,41.0,17.0,2631.0,970.0,4676.0,0.0,0.0
62100.0,203.0,4.0,52.0,25.0,2775.0,980.0,4886.0,0.0,0.0
62200.0,167.0,2.0,31.0,21.0,2575.0,881.0,4512.0,0.0,0.0
62300.0,180.0,3.0,58.0,21.0,2602.0,813.0,4559.0,0.0,0.0
62400.0,164.0,4.0,43.0,40.0,2546.0,922.0,4567.0,0.0,0.0
62500.0,203.0,5.0,54.0,25.0,2478.0,1036.0,4705.0,0.0,0.0
62600.0,205.0,6.0,49.0,24.0,2228.0,1117.0,4552.0,0.0,0.0
62700.0,197.0,3.0,40.0,25.0,2190.0,971.0,4289.0,0.0,0.0
62800.0,189.0,2.0,32.0,33.0,2415.0,882.0,4475.0,0.0,0.0
62900.0,168.0,4.0,55.0,36.0,2447.0,746.0,4331.0,0.0,0.0
63000.0,176.0,3.0,36.0,24.0,2676.0,736.0,4579.0,0.0,0.0
63100.0,189.0,4.0,27.0,21.0,2656.0,778.0,4520.0,0.0,0.0
63200.0,185.0,4.0,33.0,26.0,2477.0,830.0,4463.0,0.0,0.0
63300.0,177.0,4.0,28.0,21.0,2632.0,806.0,4584.0,0.0,0.0
63400.0,180.0,4.0,28.0,31.0,2740.0,755.0,4607.0,0.0,0.0
63500.0,176.0,6.0,39.0,21.0,2770.0,631.0,4522.0,0.0,0.0
63600.0,187.0,7.0,33.0,22.0,2710.0,713.0,4573.0,0.0,0.0
