generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,54034.000000,45966.000000,8,44433.765423,100526335.009063,861.281352,0.229982,5,1,1,0.003436
1,64101.000000,35899.000000,18,48987.725995,81994946.164332,773.162725,0.302546,5,1,1,0.005034
2,68277.000000,31723.000000,20,57081.667473,114318558.588892,875.484296,0.218338,5,1,1,0.004711
3,84640.000000,15360.000000,30,224077.286352,2184070815.195634,2153.072619,0.158019,6,1,1,0.012485
4,79990.000000,20010.000000,34,223375.212073,2784333619.906632,2462.556871,0.177677,5,2,1,0.015371
5,76872.000000,23128.000000,30,217731.153937,2712098061.864552,2352.047284,0.175949,5,2,1,0.012366
6,86877.000000,13123.000000,37,222115.457362,2443599120.608981,2091.361699,0.223699,5,2,1,0.023140
7,84777.000000,15223.000000,33,223612.623236,2427303452.764693,1898.035456,0.234028,5,2,1,0.014525
8,86684.000000,13316.000000,41,222385.583202,2863198473.439933,2228.697076,0.199699,5,2,1,0.003139
9,77180.000000,22820.000000,31,226828.142328,2101700539.622829,2782.194517,0.166954,4,1,1,0.019900
10,79319.000000,20681.000000,31,214969.193200,2674532327.460860,2310.187244,0.132483,4,1,1,0.013488
11,75514.000000,24486.000000,25,219824.843716,2908232146.940388,2706.849514,0.183998,4,1,1,0.018980
12,84448.000000,15552.000000,35,221383.416594,2733044479.610644,2143.883131,0.205848,4,1,1,0.014727
13,82653.000000,17347.000000,33,206280.484262,3635356677.170675,2310.316119,0.180878,4,1,1,0.014565
14,98004.000000,1996.000000,49,228904.392057,2359682655.579051,2006.994766,0.154630,4,1,0,0.000000
15,75562.000000,24438.000000,25,221589.274889,2586883004.835610,2367.570823,0.144405,4,1,2,0.012837
16,87615.000000,12385.000000,35,224709.223558,2759069290.837916,1953.001152,0.276546,4,1,1,0.014597
17,83398.000000,16602.000000,33,221054.418164,2545086343.031337,2165.033875,0.219576,4,1,1,0.017911
18,79923.000000,20077.000000,32,225589.848541,2195283172.592352,2613.722125,0.151918,4,1,1,0.015016
19,85044.000000,14956.000000,34,225810.577131,2332628266.165612,2515.642452,0.163210,4,1,1,0.012708
20,76606.000000,23394.000000,32,224292.632277,2732937730.299201,2392.571087,0.227857,4,1,2,0.015501
21,79661.000000,20339.000000,31,228809.775796,2445074255.040173,2396.666684,0.178101,4,1,1,0.014368
22,82124.000000,17876.000000,31,225098.612170,2447835564.097581,2365.831046,0.224992,4,1,1,0.020961
23,73493.000000,26507.000000,25,229093.528550,2357670380.227201,2989.837768,0.173572,4,1,1,0.015362
24,82513.000000,17487.000000,32,230530.612327,2188410760.258247,2269.311715,0.174379,4,1,1,0.016005
25,86816.000000,13184.000000,38,228484.140126,2254890372.443600,2459.816326,0.216026,3,2,1,0.011184
26,92420.000000,7580.000000,43,224787.006283,2750564265.203274,1979.268485,0.209423,3,2,1,0.009674
27,77224.000000,22776.000000,30,228735.323383,2041879336.863310,2585.049834,0.167413,3,2,2,0.013913
28,87983.000000,12017.000000,33,229835.168253,2195723516.005217,2516.846041,0.244809,3,2,1,0.012166
29,80767.000000,19233.000000,30,207650.558178,2034405642.279655,2439.285402,0.144457,3,2,1,0.014168
30,77635.000000,22365.000000,27,206155.333541,1593513618.480616,2538.865402,0.146646,3,2,2,0.017292
31,94120.000000,5880.000000,43,209663.319412,2278882258.954817,1847.721776,0.152839,3,2,4,0.004531
32,85726.000000,14274.000000,35,196759.348295,1546391131.988849,1804.431903,0.198770,3,2,1,0.017682
33,86984.000000,13016.000000,39,212547.828560,1720037512.423421,2207.107241,0.170863,3,2,1,0.007093
34,83045.000000,16955.000000,36,217564.042543,2159808981.355517,1980.492445,0.244433,3,2,1,0.018814
35,80893.000000,19107.000000,29,214255.413871,1781155272.882697,2305.646896,0.153842,3,2,1,0.010032
36,84377.000000,15623.000000,34,205430.770974,1685796135.829948,2192.227713,0.137493,3,2,1,0.014631
37,79631.000000,20369.000000,28,226784.627954,2472252773.927372,2822.493654,0.198663,3,2,2,0.016870
38,82109.000000,17891.000000,32,235422.078188,1636942053.731324,2498.883605,0.166148,3,2,1,0.009854
39,83555.000000,16445.000000,33,202951.844542,1487258755.051157,2412.644924,0.121999,3,2,1,0.013776
40,84486.000000,15514.000000,38,221122.121809,1669612250.816897,2524.877641,0.106133,3,2,1,0.018503
41,75522.000000,24478.000000,27,178121.422380,956082319.084842,2491.859186,0.096439,3,2,1,0.020288
42,83661.000000,16339.000000,35,218531.670107,1396833305.174181,2614.143972,0.100040,3,2,1,0.009058
43,83465.000000,16535.000000,33,212851.910603,1660935876.119804,2336.445972,0.107199,3,2,1,0.013957
44,74562.000000,25438.000000,26,212506.086177,1941904101.480845,2704.934633,0.091044,3,2,1,0.025479
45,82935.000000,17065.000000,36,163098.388170,736748205.553699,1774.254929,0.147167,3,2,1,0.016655
46,75981.000000,24019.000000,29,127941.945066,289212138.283026,1434.149223,0.204622,3,2,1,0.015554
47,78088.000000,21912.000000,29,153910.225186,770651020.229132,1915.216398,0.155602,3,2,1,0.010277
48,72787.000000,27213.000000,25,133201.844203,316165674.953959,1600.876635,0.181997,3,2,1,0.009322
49,80619.000000,19381.000000,30,157697.736978,970086938.294633,1664.956552,0.131719,3,2,1,0.020395
50,76203.000000,23797.000000,28,162074.152105,1148967532.526551,1666.803132,0.155985,3,2,1,0.014427
51,69863.000000,30137.000000,22,149870.470848,774694903.814034,1927.146819,0.137726,3,2,1,0.015498
52,73073.000000,26927.000000,27,151274.503734,743792826.599122,2103.570304,0.126122,3,2,1,0.010000
53,72557.000000,27443.000000,24,151181.156447,510277139.946197,1683.932107,0.115632,3,2,1,0.014442
54,78851.000000,21149.000000,28,148014.181499,447483193.360441,1485.319569,0.175644,3,2,1,0.021911
55,84116.000000,15884.000000,33,143781.167281,561824314.209088,1473.090635,0.168892,3,2,1,0.013375
56,81883.000000,18117.000000,33,157395.359406,910090174.023555,1708.379246,0.142362,3,2,1,0.011977
57,77829.000000,22171.000000,29,147822.559882,520149427.142772,1710.501432,0.186431,3,2,1,0.019022
58,72860.000000,27140.000000,27,141670.790762,537386778.749979,1800.528747,0.150844,3,2,1,0.018616
59,74966.000000,25034.000000,25,149287.395495,453380920.394275,1791.054635,0.160109,3,2,1,0.011186
60,79518.000000,20482.000000,29,157023.377107,643891659.853186,1718.678418,0.144130,3,2,1,0.008036
61,75304.000000,24696.000000,28,143810.315647,758354515.292249,1710.812897,0.198354,3,2,1,0.016655
62,76522.000000,23478.000000,29,148628.219638,688334692.244494,1725.818904,0.164462,3,2,1,0.016927
63,73697.000000,26303.000000,27,145143.111140,407083986.105500,1754.108733,0.129199,3,2,1,0.014092
64,72252.000000,27748.000000,25,159662.989388,726422951.517010,1877.678830,0.147016,3,2,1,0.011595
65,73818.000000,26182.000000,28,133113.159486,266332903.470525,1729.491591,0.177740,3,2,1,0.017920
66,78992.000000,21008.000000,28,159371.866975,776745932.216594,1593.393037,0.155306,3,2,1,0.012171
67,70621.000000,29379.000000,23,141650.333985,431748521.308473,2031.653353,0.162595,3,2,1,0.012821
68,70502.000000,29498.000000,23,135143.027808,394863165.205907,1847.525594,0.159651,3,2,1,0.014121
69,69493.000000,30507.000000,23,113532.287141,362343156.596446,1586.660267,0.197157,3,2,2,0.015476
70,69227.000000,30773.000000,26,145342.580723,410300634.896227,1797.209566,0.145803,3,2,1,0.018871
71,82727.000000,17273.000000,31,156826.388595,589270136.279799,1741.306433,0.161821,3,2,2,0.014580
72,74864.000000,25136.000000,26,140186.649674,543286999.898227,1884.977104,0.180236,3,2,1,0.018707
73,81026.000000,18974.000000,30,128621.741593,626976730.457064,1444.620265,0.215438,3,2,1,0.017645
74,67465.000000,32535.000000,22,121385.563660,384638530.362640,1622.269777,0.185066,3,2,1,0.016963
75,66973.000000,33027.000000,20,127121.541044,463983570.962608,1592.150862,0.150408,3,2,2,0.013473
76,80289.000000,19711.000000,28,158031.480118,724480448.508005,1667.571578,0.162043,3,2,1,0.013972
77,74920.000000,25080.000000,27,131501.859421,459062327.551387,1628.058233,0.153711,3,2,1,0.014422
78,75994.000000,24006.000000,28,140603.818994,345622743.061803,1634.592717,0.144424,3,2,1,0.015847
79,83729.000000,16271.000000,38,158373.978406,641697508.794938,1507.571094,0.147885,3,2,2,0.002845
80,77465.000000,22535.000000,29,134345.766111,384655500.101255,1597.213994,0.157298,3,2,1,0.013122
81,72533.000000,27467.000000,26,120672.403454,215951706.219435,1368.040713,0.173861,3,2,1,0.021080
82,81118.000000,18882.000000,32,154346.999538,746054965.285798,1736.237683,0.160742,3,2,1,0.022441
83,79874.000000,20126.000000,31,164544.745701,784597775.019190,1542.933783,0.185804,3,2,2,0.012830
84,72587.000000,27413.000000,22,119292.303422,278046718.563609,1572.873384,0.171858,3,2,1,0.015605
85,71107.000000,28893.000000,19,139160.440157,486626947.892139,1781.119999,0.173928,3,2,3,0.013897
86,77581.000000,22419.000000,28,137468.855360,498576252.484337,1339.616615,0.175136,3,2,1,0.012463
87,82336.000000,17664.000000,33,171455.882671,1580512294.959640,1740.679016,0.141127,3,2,1,0.018504
88,70819.000000,29181.000000,22,155855.264048,838145201.481685,2033.837914,0.125077,3,2,1,0.012591
89,71922.000000,28078.000000,25,126556.369829,375649505.786845,1619.978227,0.156224,3,2,3,0.013261
90,83827.000000,16173.000000,33,160484.052191,1037722290.870776,1619.570751,0.131381,3,2,1,0.014888
91,76279.000000,23721.000000,29,158581.854965,1191146375.512779,1379.088074,0.181092,3,2,1,0.011810
92,75042.000000,24958.000000,27,147277.205927,464437900.370718,1688.250468,0.149265,3,2,2,0.013387
93,76536.000000,23464.000000,25,129082.614715,421188126.178507,1567.565211,0.148929,3,2,1,0.013036
94,76916.000000,23084.000000,24,132116.769244,336372624.155805,1535.179550,0.171189,3,2,2,0.013942
95,70650.000000,29350.000000,22,144637.112714,436811469.987681,1798.150796,0.127441,3,2,2,0.017633
96,98300.000000,1700.000000,48,183412.583270,2017483634.555846,1472.901439,0.158496,3,2,0,0.000000
97,94728.000000,5272.000000,46,168424.365405,1211043054.128141,1509.659187,0.126625,3,3,0,0.000000
98,73880.000000,26120.000000,23,113938.771315,313409803.108551,1331.021801,0.216636,3,3,2,0.019434
99,72449.000000,27551.000000,27,125802.001416,254451136.216979,1468.415255,0.167470,3,3,1,0.020955
100,74043.000000,25957.000000,26,150351.711474,574951113.880277,1796.692319,0.108861,3,2,1,0.010308
101,74089.000000,25911.000000,25,146312.942848,499631936.798290,1785.076901,0.122984,3,2,1,0.015533
102,71521.000000,28479.000000,22,136276.838693,478995047.160019,1642.931524,0.193496,3,2,2,0.015613
103,76570.000000,23430.000000,26,137889.005126,308461975.933365,1392.161424,0.194078,3,2,2,0.015732
104,73865.000000,26135.000000,22,119506.992340,237219359.987673,1425.102889,0.210967,3,2,2,0.015118
