generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,81947.000000,18053.000000,32,233009.283901,1901712331.221947,2609.136039,0.191819,7,3,1,0.011622
1,86405.000000,13595.000000,35,233900.687811,1986701681.175124,2230.783818,0.209257,7,3,1,0.010540
2,84263.000000,15737.000000,35,230674.615269,1887210315.303585,2643.128132,0.153056,7,3,1,0.016990
3,89654.000000,10346.000000,40,232573.409332,2132930372.584972,2595.161510,0.120281,7,3,1,0.009650
4,88857.000000,11143.000000,39,232678.200033,2000496616.147133,2393.269295,0.127380,7,3,1,0.012757
5,82380.000000,17620.000000,32,234645.354372,1822345782.292026,2450.515068,0.180774,7,3,1,0.007000
6,81617.000000,18383.000000,34,235386.597241,1656639760.295503,2842.303997,0.097655,7,3,1,0.011974
7,77765.000000,22235.000000,29,231711.593544,2178691677.353973,2677.399320,0.170767,7,3,1,0.017726
8,84434.000000,15566.000000,36,232657.706724,2168096911.016539,2773.678958,0.111648,7,3,1,0.020314
9,77865.000000,22135.000000,29,232727.289937,1703231184.822541,3009.751153,0.150302,7,3,1,0.012598
10,84379.000000,15621.000000,33,233250.468563,2011626737.469229,2748.737215,0.118273,7,3,1,0.018063
11,94993.000000,5007.000000,41,233972.955167,1917612023.999117,2304.871788,0.178370,7,3,1,0.007533
12,82764.000000,17236.000000,35,215879.209713,1722869930.340778,2179.253957,0.123158,7,3,1,0.015951
13,84606.000000,15394.000000,35,194419.751199,2008001763.981296,2164.618649,0.163843,7,3,1,0.022171
14,77641.000000,22359.000000,30,202751.129307,1422334774.477245,2345.673388,0.124163,7,3,1,0.011893
15,83098.000000,16902.000000,33,197080.985420,1334985188.844221,2216.319287,0.120849,7,3,2,0.020896
16,82259.000000,17741.000000,33,199245.178606,1398967224.018738,2108.212841,0.150093,7,3,2,0.012891
17,85222.000000,14778.000000,37,193381.541089,1807784232.836643,2268.722213,0.181559,7,3,1,0.013934
18,85156.000000,14844.000000,36,197702.752920,1811790804.668717,2019.694051,0.187770,7,3,1,0.013414
19,78416.000000,21584.000000,34,201635.819810,1369591373.861070,2461.810256,0.124417,7,3,1,0.014489
20,81773.000000,18227.000000,32,183969.201602,1472988093.257134,2086.212283,0.130934,7,3,1,0.016970
21,98023.000000,1977.000000,47,215946.506616,1377629256.815652,1885.123253,0.136674,7,3,1,0.003654
22,88145.000000,11855.000000,35,227794.521896,1593526613.932118,2450.584322,0.138852,7,3,1,0.016046
23,88557.000000,11443.000000,37,226297.399950,1502294076.571424,2275.071349,0.133770,7,3,1,0.020013
24,82340.000000,17660.000000,34,223033.283402,1549278745.015502,2692.865371,0.120355,7,3,1,0.018968
25,88620.000000,11380.000000,39,230689.531504,1596886831.837353,2517.324855,0.096623,7,3,1,0.010407
26,71879.000000,28121.000000,22,202296.442845,1682843830.963702,2551.351161,0.097779,7,3,1,0.015725
27,80335.000000,19665.000000,32,214210.988935,1606138032.255840,2357.650041,0.152240,7,3,1,0.009529
28,81897.000000,18103.000000,33,213430.896312,1370770541.837070,2389.807286,0.141564,6,3,2,0.015990
29,86448.000000,13552.000000,34,214845.946487,1688411675.028955,2286.501816,0.110795,6,3,1,0.019036
30,92075.000000,7925.000000,43,217571.935929,1684819455.166549,2203.176025,0.136096,6,3,2,0.009456
31,86635.000000,13365.000000,33,184028.952383,1403275201.506679,1802.737071,0.169952,6,3,2,0.014769
32,84715.000000,15285.000000,39,178479.285868,2452585989.819954,1821.841410,0.184436,6,3,2,0.011114
33,80603.000000,19397.000000,29,166773.096581,1020041458.496406,1729.539258,0.190053,6,3,1,0.011239
34,90184.000000,9816.000000,43,188693.672106,1892859517.173718,1732.103805,0.159067,6,3,0,0.003011
35,76889.000000,23111.000000,29,145227.550411,935015076.469291,1519.793503,0.194771,6,3,1,0.012761
36,75202.000000,24798.000000,25,162761.507306,588181444.373862,1864.824959,0.136864,6,3,1,0.011829
37,76560.000000,23440.000000,29,143965.521852,994347033.203864,1704.398730,0.194566,6,3,1,0.008022
38,79281.000000,20719.000000,27,175698.408463,1398358232.846228,1954.463329,0.157004,6,3,2,0.010318
39,74450.000000,25550.000000,26,142537.691035,723246600.299533,1475.059754,0.165104,4,2,1,0.015457
40,78704.000000,21296.000000,30,161313.399876,1541602272.133468,1918.913774,0.184258,4,2,1,0.012420
41,75102.000000,24898.000000,22,159457.878785,1351196737.600271,1883.505864,0.194442,4,2,1,0.011078
42,77309.000000,22691.000000,26,154058.802797,864541524.210587,1699.836695,0.146601,4,2,1,0.007469
43,75670.000000,24330.000000,29,158985.497709,1651619054.084076,2000.123280,0.189310,4,2,2,0.010032
44,77330.000000,22670.000000,28,136675.157004,914331138.718364,1483.840489,0.205290,4,2,1,0.012269
45,76289.000000,23711.000000,28,143907.443029,871770102.986917,1696.383495,0.174793,4,2,2,0.017294
46,73527.000000,26473.000000,26,120460.509960,688264092.390694,1596.179332,0.250160,4,2,1,0.010078
47,60983.000000,39017.000000,17,121916.611641,533081954.709456,1725.328240,0.184629,4,2,1,0.021928
48,78361.000000,21639.000000,28,146589.332380,632638688.653372,1732.394665,0.223124,4,2,1,0.010684
49,74717.000000,25283.000000,26,118044.008364,387419024.438963,1558.974407,0.254779,4,2,1,0.011198
50,77645.000000,22355.000000,29,150786.464648,1090923049.797521,1314.078579,0.193309,4,2,2,0.007177
51,84278.000000,15722.000000,32,153533.533788,779966078.319288,1628.371197,0.199091,4,2,2,0.012517
52,79068.000000,20932.000000,30,147646.141148,939603745.106767,1696.290567,0.186538,4,2,2,0.009260
53,74412.000000,25588.000000,28,140997.410215,917416543.300371,1464.970557,0.179044,4,2,1,0.011571
54,70961.000000,29039.000000,17,89925.023748,444466660.719422,1186.824842,0.260996,4,2,2,0.016795
55,74765.000000,25235.000000,27,131733.755770,626386935.078216,1567.589219,0.218782,4,2,2,0.017721
56,82928.000000,17072.000000,34,155268.015953,1214690725.763287,1648.662754,0.225824,4,2,3,0.009962
57,80440.000000,19560.000000,31,176314.010445,1519841849.967031,1969.931830,0.152506,4,2,2,0.015298
58,88614.000000,11386.000000,38,174602.936991,1895350800.450124,1644.977507,0.163275,6,3,1,0.013051
59,76278.000000,23722.000000,25,153844.593971,781964556.069297,1507.012366,0.171629,6,3,1,0.012307
60,76062.000000,23938.000000,26,144706.555621,617762482.493202,1658.935080,0.195137,6,3,1,0.009987
61,63565.000000,36435.000000,19,106336.953638,389944576.878740,1646.008137,0.196071,7,2,1,0.012820
62,76019.000000,23981.000000,28,173672.991602,1296503150.168743,1977.601472,0.165154,7,2,1,0.013671
63,75928.000000,24072.000000,22,151422.772462,642351251.089189,1765.676984,0.176746,7,2,1,0.008044
64,68195.000000,31805.000000,21,151964.796227,872320627.521794,1873.379579,0.147679,7,2,1,0.012527
65,82643.000000,17357.000000,33,183620.160436,1903577639.459718,1936.915633,0.189255,7,2,2,0.008578
66,69376.000000,30624.000000,22,158945.753336,1267986610.234751,2562.810661,0.141161,7,2,2,0.024183
67,71485.000000,28515.000000,24,138434.697182,821243917.878858,1750.157357,0.174556,7,2,2,0.013265
68,70417.000000,29583.000000,22,147795.114326,922319153.781326,1819.068751,0.134664,7,2,2,0.014643
69,67665.000000,32335.000000,22,142386.113047,1391700342.569180,2020.575436,0.161640,7,2,1,0.025171
70,77729.000000,22271.000000,29,178961.721377,1783580847.018246,2215.043728,0.122723,7,2,2,0.009663
71,77237.000000,22763.000000,30,149562.915052,858785831.075771,1653.131257,0.227162,7,2,1,0.014297
72,79964.000000,20036.000000,27,147079.794806,680554395.542732,1586.662503,0.193621,7,2,1,0.010946
73,80578.000000,19422.000000,29,136629.931571,644535752.738132,1320.893813,0.226358,7,2,1,0.013172
74,86786.000000,13214.000000,33,174168.297899,2457647490.216094,1861.012203,0.167086,7,2,1,0.009762
75,71716.000000,28284.000000,24,133271.506512,409173382.445069,1679.813766,0.188444,7,2,1,0.011012
76,70669.000000,29331.000000,22,133474.582599,590597853.268834,1775.088137,0.166456,7,2,1,0.010474
77,74306.000000,25694.000000,30,172866.739394,1174288333.213002,2349.274920,0.144900,6,1,2,0.018678
78,67014.000000,32986.000000,20,168673.623851,1099210607.070105,2571.474340,0.154803,6,1,1,0.014718
79,73192.000000,26808.000000,24,155284.413127,1081408757.879061,1941.779800,0.179913,6,1,1,0.020254
80,75346.000000,24654.000000,24,160600.444116,1044668831.244720,1733.263157,0.201923,5,2,1,0.015295
81,75472.000000,24528.000000,26,159497.595087,1005200838.580555,1898.087054,0.156079,5,2,1,0.013460
82,75424.000000,24576.000000,24,178577.916997,1285613251.457862,1910.471237,0.149403,5,2,2,0.013728
83,79768.000000,20232.000000,31,158680.095938,868050261.177729,1619.087764,0.175374,5,2,2,0.016177
84,80410.000000,19590.000000,29,172740.394759,761235453.844866,2015.081906,0.142798,5,2,2,0.009617
85,87631.000000,12369.000000,35,179254.550619,1227267017.911719,1781.440662,0.202865,3,0,2,0.009449
86,81155.000000,18845.000000,29,185489.698602,894346536.035872,2257.724145,0.138592,3,0,2,0.013627
87,74349.000000,25651.000000,25,169267.424419,997556834.666557,1998.968727,0.166316,3,0,2,0.018302
88,82960.000000,17040.000000,32,190729.614945,1496378583.488248,2129.939222,0.122687,3,0,2,0.010207
89,75744.000000,24256.000000,29,171259.745867,1751026533.188004,2249.722337,0.167225,3,0,1,0.013789
90,73426.000000,26574.000000,25,161964.992678,1124140424.225383,2268.229900,0.174707,3,0,1,0.019275
91,71810.000000,28190.000000,23,149477.023407,861108791.359066,1766.707943,0.164998,3,0,1,0.018818
92,80770.000000,19230.000000,34,158029.875161,770233779.470487,1680.110436,0.163174,3,0,3,0.011015
93,78110.000000,21890.000000,29,183890.556549,1157820806.128970,2166.954389,0.147862,3,0,3,0.013001
94,89661.000000,10339.000000,37,196489.033047,1120156628.670351,1818.415807,0.168537,3,0,1,0.007867
95,75120.000000,24880.000000,27,165390.547378,1300172695.784245,1905.894452,0.146152,3,0,3,0.016813
96,71346.000000,28654.000000,22,174077.358696,1338881873.425682,2378.071492,0.187077,3,0,2,0.010644
