generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,57734.000000,42266.000000,13,51710.491273,47832859.367101,1178.768347,0.000000,5,2,1,0.004023
1,61722.000000,38278.000000,14,46334.345541,208129568.300686,778.705737,0.000000,5,2,1,0.002650
2,56014.000000,43986.000000,6,51456.216945,40176613.979860,1266.555125,0.000000,5,2,1,0.010113
3,100000.000000,1.000000,50,60497.583043,0.000000,635.638126,0.000000,5,2,0,0.000000
4,56282.000000,43718.000000,12,47989.814232,89897816.332139,1050.177571,0.000000,5,2,1,0.007319
5,56307.000000,43693.000000,7,48411.512831,144444535.684548,1190.164499,0.000000,5,2,2,0.008219
6,65851.000000,34149.000000,20,53861.994855,11876958.998256,891.566186,0.000000,5,2,1,0.006506
7,60419.000000,39581.000000,15,54536.531905,36000592.263958,1103.198136,0.000000,5,2,1,0.002083
9,49743.000000,50257.000000,9,47830.306873,58147114.572436,1777.863833,0.000000,5,2,1,0.006975
10,61727.000000,38273.000000,16,48264.746433,42923305.447709,828.631571,0.000000,5,2,1,0.006333
11,61376.000000,38624.000000,11,47528.116774,73144760.307349,846.630281,0.000000,5,2,1,0.002769
12,100000.000000,1.000000,50,61748.098991,0.000000,575.397949,0.000000,5,2,1,0.000000
13,60986.000000,39014.000000,13,46963.708073,125502187.248892,1139.485829,0.000000,5,2,1,0.005699
14,54557.000000,45443.000000,9,45286.671820,89551615.181380,1281.379934,0.000000,5,2,1,0.005777
15,63707.000000,36293.000000,14,48405.135218,93639091.841912,802.884256,0.000000,5,2,1,0.002358
16,63408.000000,36592.000000,13,52119.823398,39269296.878272,886.502789,0.000000,5,2,1,0.006563
17,100000.000000,1.000000,50,61835.767978,0.000000,517.499433,0.000000,5,2,1,-0.000000
18,59092.000000,40908.000000,12,45593.783301,71317034.425863,909.509578,0.000000,5,2,1,0.005350
19,55370.000000,44630.000000,9,49822.752647,23772377.629809,1275.837241,0.000000,5,2,1,0.005426
20,58445.000000,41555.000000,9,46973.052291,208503708.932974,885.508364,0.000000,5,2,1,0.006377
21,59014.000000,40986.000000,9,49509.816972,110088898.389038,1163.706357,0.000000,5,2,1,0.007971
22,55259.000000,44741.000000,13,44838.676492,116059268.302715,978.699839,0.000000,5,2,1,0.002816
